block_fips,block_name,town,county,town_fips
090010902001005,Block 1005,Trumbull,Fairfield,0900177200
090010607002004,Block 2004,Fairfield,Fairfield,0900126620
090010202002004,Block 2004,Stamford,Fairfield,0900173070
090010744003015,Block 3015,Bridgeport,Fairfield,0900108070
090010721001010,Block 1010,Bridgeport,Fairfield,0900108070
090010305001018,Block 1018,Darien,Fairfield,0900118850
090010503023026,Block 3026,Westport,Fairfield,0900183500
090010721003012,Block 3012,Bridgeport,Fairfield,0900108070
090011052001022,Block 1022,Easton,Fairfield,0900123890
090010711003011,Block 3011,Bridgeport,Fairfield,0900108070
090012106002004,Block 2004,Danbury,Fairfield,0900118500
090010809003000,Block 3000,Stratford,Fairfield,0900174190
090012305011014,Block 1014,Newtown,Fairfield,0900152980
090010813001000,Block 1000,Stratford,Fairfield,0900174190
090011104002004,Block 2004,Shelton,Fairfield,0900168170
090010444001009,Block 1009,Norwalk,Fairfield,0900156060
090010804001021,Block 1021,Stratford,Fairfield,0900174190
090011104002008,Block 2008,Shelton,Fairfield,0900168170
090011001001020,Block 1020,Monroe,Fairfield,0900148620
090010506002018,Block 2018,Westport,Fairfield,0900183500
090010442003009,Block 3009,Norwalk,Fairfield,0900156060
090010436001006,Block 1006,Norwalk,Fairfield,0900156060
090159073002007,Block 2007,Plainfield,Windham,0901559980
090158250001008,Block 1008,Scotland,Windham,0901567400
090159061001020,Block 1020,Canterbury,Windham,0901512130
090159032002031,Block 2031,Putnam,Windham,0901562710
090012108003008,Block 3008,Danbury,Fairfield,0900118500
090010552003013,Block 3013,Weston,Fairfield,0900183430
090076103003020,Block 3020,Clinton,Middlesex,0900715350
090075901013057,Block 3057,Haddam,Middlesex,0900735230
090010202001020,Block 1020,Stamford,Fairfield,0900173070
090010202001019,Block 1019,Stamford,Fairfield,0900173070
090010202002015,Block 2015,Stamford,Fairfield,0900173070
090010905002016,Block 2016,Trumbull,Fairfield,0900177200
090010433002010,Block 2010,Norwalk,Fairfield,0900156060
090012052002010,Block 2010,Brookfield,Fairfield,0900108980
090010431003000,Block 3000,Norwalk,Fairfield,0900156060
090010202002018,Block 2018,Stamford,Fairfield,0900173070
090076401001012,Block 1012,Killingworth,Middlesex,0900740710
090010802002003,Block 2003,Stratford,Fairfield,0900174190
090012201003025,Block 3025,New Fairfield,Fairfield,0900150860
090012052004013,Block 4013,Brookfield,Fairfield,0900108980
090010810003001,Block 3001,Stratford,Fairfield,0900174190
090010505002009,Block 2009,Westport,Fairfield,0900183500
090010505002004,Block 2004,Westport,Fairfield,0900183500
090010112002001,Block 2001,Greenwich,Fairfield,0900133620
090012456003008,Block 3008,Ridgefield,Fairfield,0900163970
090159011021009,Block 1009,Woodstock,Windham,0901588190
090159071003042,Block 3042,Plainfield,Windham,0901559980
090159001004034,Block 4034,Thompson,Windham,0901575870
090159051021021,Block 1021,Brooklyn,Windham,0901509190
090158003001011,Block 1011,Windham,Windham,0901586790
090159002004025,Block 4025,Thompson,Windham,0901575870
090159031021035,Block 1035,Putnam,Windham,0901562710
090159061001007,Block 1007,Canterbury,Windham,0901512130
090158007001015,Block 1015,Windham,Windham,0901586790
090116909003011,Block 3011,New London,New London,0901152350
090118707044001,Block 4001,East Lyme,New London,0901123400
090116907001018,Block 1018,New London,New London,0901152350
090118702004016,Block 4016,Groton,New London,0901134250
090117141013029,Block 3029,Colchester,New London,0901115910
090116952015018,Block 5018,Montville,New London,0901148900
090118705012002,Block 2002,Montville,New London,0901148900
090117111001013,Block 1013,Sprague,New London,0901171670
090116970001014,Block 1014,Norwich,New London,0901156270
090116903004011,Block 4011,New London,New London,0901152350
090117021002031,Block 2031,Groton,New London,0901134250
090116968004010,Block 4010,Norwich,New London,0901156270
090117012004021,Block 4021,Ledyard,New London,0901142600
090118703003028,Block 3028,New London,New London,0901152350
090117051012010,Block 2010,Stonington,New London,0901173770
090117012004000,Block 4000,Ledyard,New London,0901142600
090117001004010,Block 4010,Preston,New London,0901162150
090117071004001,Block 4001,North Stonington,New London,0901155500
090117131003018,Block 3018,Bozrah,New London,0901106820
090093433002007,Block 2007,Cheshire,New Haven,0900914160
090091716001007,Block 1007,Meriden,New Haven,0900946520
090117091004012,Block 4012,Griswold,New London,0901133900
090117092001006,Block 1006,Griswold,New London,0901133900
090117141012005,Block 2005,Colchester,New London,0901115910
090116601032022,Block 2022,Old Lyme,New London,0901157040
090117071005012,Block 5012,North Stonington,New London,0901155500
090117027001002,Block 1002,Groton,New London,0901134250
090118703004002,Block 4002,New London,New London,0901152350
090116501003021,Block 3021,Lyme,New London,0901144210
090093432002007,Block 2007,Cheshire,New Haven,0900914160
090093518002016,Block 2016,Waterbury,New Haven,0900980070
090011002003007,Block 3007,Monroe,Fairfield,0900148620
090093514002003,Block 2003,Waterbury,New Haven,0900980070
090093411004023,Block 4023,Beacon Falls,New Haven,0900903250
090091660025005,Block 5005,Hamden,New Haven,0900935650
090075851005012,Block 5012,Durham,Middlesex,0900720810
090075851005007,Block 5007,Durham,Middlesex,0900720810
090091658012002,Block 2002,Hamden,New Haven,0900935650
090091654003006,Block 3006,Hamden,New Haven,0900935650
090091941023011,Block 3011,Madison,New Haven,0900944560
090091941021011,Block 1011,Madison,New Haven,0900944560
090093481242008,Block 2008,Southbury,New Haven,0900969640
090093481242023,Block 2023,Southbury,New Haven,0900969640
090093481252000,Block 2000,Southbury,New Haven,0900969640
090093481222000,Block 2000,Southbury,New Haven,0900969640
090075701001032,Block 1032,Cromwell,Middlesex,0900718080
090076801021008,Block 1008,Westbrook,Middlesex,0900781680
090093512003010,Block 3010,Waterbury,New Haven,0900980070
090091861005008,Block 5008,North Branford,New Haven,0900953890
090091901002008,Block 2008,Guilford,New Haven,0900934950
090093434001002,Block 1002,Cheshire,New Haven,0900914160
090093431012018,Block 2018,Cheshire,New Haven,0900914160
090093516024002,Block 4002,Waterbury,New Haven,0900980070
090093615004001,Block 4001,West Haven,New Haven,0900982870
090117029001030,Block 1030,Groton,New London,0901134250
090117025003006,Block 3006,Groton,New London,0901134250
090117101001008,Block 1008,Lisbon,New London,0901143230
090117012003027,Block 3027,Ledyard,New London,0901142600
090075951025017,Block 5017,East Haddam,Middlesex,0900722280
090075415001010,Block 1010,Middletown,Middlesex,0900747360
090076201001021,Block 1021,Deep River,Middlesex,0900719130
090075951025008,Block 5008,East Haddam,Middlesex,0900722280
090076101002026,Block 2026,Clinton,Middlesex,0900715350
090075951024003,Block 4003,East Haddam,Middlesex,0900722280
090075502011009,Block 1009,East Hampton,Middlesex,0900722490
090075502012012,Block 2012,East Hampton,Middlesex,0900722490
090076801011008,Block 1008,Westbrook,Middlesex,0900781680
090075601001027,Block 1027,Portland,Middlesex,0900761800
090076102002016,Block 2016,Clinton,Middlesex,0900715350
090076201003003,Block 3003,Deep River,Middlesex,0900719130
090076801021038,Block 1038,Westbrook,Middlesex,0900781680
090010701004006,Block 4006,Bridgeport,Fairfield,0900108070
090010505002000,Block 2000,Westport,Fairfield,0900183500
090010905002037,Block 2037,Trumbull,Fairfield,0900177200
090010451021001,Block 1001,Wilton,Fairfield,0900186370
090010434002010,Block 2010,Norwalk,Fairfield,0900156060
090010614001041,Block 1041,Fairfield,Fairfield,0900126620
090010608002006,Block 2006,Fairfield,Fairfield,0900126620
090010811001004,Block 1004,Stratford,Fairfield,0900174190
090010812004010,Block 4010,Stratford,Fairfield,0900174190
090010812002010,Block 2010,Stratford,Fairfield,0900174190
090010215011001,Block 1001,Stamford,Fairfield,0900173070
090010727001007,Block 1007,Bridgeport,Fairfield,0900108070
090012052003007,Block 3007,Brookfield,Fairfield,0900108980
090012301002013,Block 2013,Newtown,Fairfield,0900152980
090012301002021,Block 2021,Newtown,Fairfield,0900152980
090010209003007,Block 3007,Stamford,Fairfield,0900173070
090010729001020,Block 1020,Bridgeport,Fairfield,0900108070
090053061001028,Block 1028,New Hartford,Litchfield,0900551350
090035243003020,Block 3020,Enfield,Hartford,0900325990
090034804002023,Block 2023,Enfield,Hartford,0900325990
090035039004015,Block 4015,Hartford,Hartford,0900337070
090034101013009,Block 3009,Burlington,Hartford,0900310100
090034641015008,Block 5008,Canton,Hartford,0900312270
090035023003004,Block 3004,Hartford,Hartford,0900337070
090034925002008,Block 2008,Wethersfield,Hartford,0900384900
090034662021018,Block 1018,Simsbury,Hartford,0900368940
090034763003008,Block 3008,Windsor Locks,Hartford,0900387070
090034052002010,Block 2010,Bristol,Hartford,0900308490
090034601001011,Block 1011,Farmington,Hartford,0900327600
090034942011008,Block 1008,Newington,Hartford,0900352140
090034303021010,Block 1010,Southington,Hartford,0900370550
090035101001015,Block 1015,East Hartford,Hartford,0900322630
090034875005000,Block 5000,South Windsor,Hartford,0900371390
090035103001007,Block 1007,East Hartford,Hartford,0900322630
090035021001049,Block 1049,Hartford,Hartford,0900337070
090034205002022,Block 2022,Plainville,Hartford,0900360120
090034205001017,Block 1017,Plainville,Hartford,0900360120
090034003004000,Block 4000,Berlin,Hartford,0900304300
090035023005007,Block 5007,Hartford,Hartford,0900337070
090034731005005,Block 5005,Windsor,Hartford,0900387000
090010431002007,Block 2007,Norwalk,Fairfield,0900156060
090034153001005,Block 1005,New Britain,Hartford,0900350440
090034207001003,Block 1003,Plainville,Hartford,0900360120
090034941001002,Block 1002,Newington,Hartford,0900352140
090035141011023,Block 1023,Manchester,Hartford,0900344700
090034812001003,Block 1003,Enfield,Hartford,0900325990
090035145003013,Block 3013,Manchester,Hartford,0900344700
090034875005002,Block 5002,South Windsor,Hartford,0900371390
090034622013027,Block 3027,Avon,Hartford,0900302060
090034771041009,Block 1009,Suffield,Hartford,0900374540
090034737003006,Block 3006,Windsor,Hartford,0900387000
090035203011027,Block 1027,Glastonbury,Hartford,0900331240
090034841001002,Block 1002,East Windsor,Hartford,0900324800
090034871003011,Block 3011,South Windsor,Hartford,0900371390
090035203011001,Block 1001,Glastonbury,Hartford,0900331240
090034942011006,Block 1006,Newington,Hartford,0900352140
090034713002013,Block 2013,Bloomfield,Hartford,0900305910
090010211001005,Block 1005,Stamford,Fairfield,0900173070
090010907001000,Block 1000,Trumbull,Fairfield,0900177200
090010606002015,Block 2015,Fairfield,Fairfield,0900126620
090010302003010,Block 3010,Darien,Fairfield,0900118850
090010105002005,Block 2005,Greenwich,Fairfield,0900133620
090010551003021,Block 3021,Weston,Fairfield,0900183430
090034714003024,Block 3024,Bloomfield,Hartford,0900305910
090034975004004,Block 4004,West Hartford,Hartford,0900382590
090034053003005,Block 3005,Bristol,Hartford,0900308490
090034921001027,Block 1027,Wethersfield,Hartford,0900384900
090035152002010,Block 2010,Manchester,Hartford,0900344700
090034681015005,Block 5005,Granby,Hartford,0900332640
090034872013021,Block 3021,South Windsor,Hartford,0900371390
090035202012000,Block 2000,Glastonbury,Hartford,0900331240
090034736012004,Block 2004,Windsor,Hartford,0900387000
090034663001003,Block 1003,Simsbury,Hartford,0900368940
090035112001007,Block 1007,East Hartford,Hartford,0900322630
090034875003008,Block 3008,South Windsor,Hartford,0900371390
090035018002001,Block 2001,Hartford,Hartford,0900337070
090034304004000,Block 4000,Southington,Hartford,0900370550
090034841005001,Block 5001,East Windsor,Hartford,0900324800
090035030002009,Block 2009,Hartford,Hartford,0900337070
090034701006000,Block 6000,East Granby,Hartford,0900322070
090034661012009,Block 2009,Simsbury,Hartford,0900368940
090034641012004,Block 2004,Canton,Hartford,0900312270
090034206023009,Block 3009,Plainville,Hartford,0900360120
090034206022001,Block 2001,Plainville,Hartford,0900360120
090010615002010,Block 2010,Fairfield,Fairfield,0900126620
090010611003002,Block 3002,Fairfield,Fairfield,0900126620
090010107003011,Block 3011,Greenwich,Fairfield,0900133620
090138902031046,Block 1046,Union,Tolland,0901377830
090135303013000,Block 3000,Vernon,Tolland,0901378250
090135303023004,Block 3004,Vernon,Tolland,0901378250
090135382023001,Block 3001,Somers,Tolland,0901369220
090138811001004,Block 1004,Mansfield,Tolland,0901344910
090053604001000,Block 1000,Watertown,Litchfield,0900580490
090053202003005,Block 3005,Winchester,Litchfield,0900586440
090053621012013,Block 2013,Woodbury,Litchfield,0900587910
090052681002017,Block 2017,Roxbury,Litchfield,0900565930
090034053003004,Block 3004,Bristol,Hartford,0900308490
090035104004004,Block 4004,East Hartford,Hartford,0900322630
090034663004014,Block 4014,Simsbury,Hartford,0900368940
090034060021029,Block 1029,Bristol,Hartford,0900308490
090034061003009,Block 3009,Bristol,Hartford,0900308490
090034922002021,Block 2021,Wethersfield,Hartford,0900384900
090034171002004,Block 2004,New Britain,Hartford,0900350440
090034306021000,Block 1000,Southington,Hartford,0900370550
090035243001011,Block 1011,Enfield,Hartford,0900325990
090034975002004,Block 2004,West Hartford,Hartford,0900382590
090034661012007,Block 2007,Simsbury,Hartford,0900368940
090034771013000,Block 3000,Suffield,Hartford,0900374540
090034772002002,Block 2002,Suffield,Hartford,0900374540
090010811003016,Block 3016,Stratford,Fairfield,0900174190
090010218022004,Block 2004,Stamford,Fairfield,0900173070
090010305002003,Block 2003,Darien,Fairfield,0900118850
090010218021001,Block 1001,Stamford,Fairfield,0900173070
090135305002010,Block 2010,Vernon,Tolland,0901378250
090138502001005,Block 1005,Coventry,Tolland,0901317800
090138601003007,Block 3007,Columbia,Tolland,0901316400
090010616001009,Block 1009,Fairfield,Fairfield,0900126620
090011103022018,Block 2018,Shelton,Fairfield,0900168170
090135302004002,Block 4002,Vernon,Tolland,0901378250
090135351014003,Block 4003,Ellington,Tolland,0901325360
090135306002034,Block 2034,Vernon,Tolland,0901378250
090138401004009,Block 4009,Willington,Tolland,0901385950
090138813001014,Block 1014,Mansfield,Tolland,0901344910
090135382023007,Block 3007,Somers,Tolland,0901369220
090010734002001,Block 2001,Bridgeport,Fairfield,0900108070
090010104005010,Block 5010,Greenwich,Fairfield,0900133620
090138902042018,Block 2018,Stafford,Tolland,0901372090
090135351014007,Block 4007,Ellington,Tolland,0901325360
090010903001003,Block 1003,Trumbull,Fairfield,0900177200
090053101002007,Block 2007,Torrington,Litchfield,0900576570
090053102001016,Block 1016,Torrington,Litchfield,0900576570
090053104001013,Block 1013,Torrington,Litchfield,0900576570
090010805002035,Block 2035,Stratford,Fairfield,0900174190
090034207003010,Block 3010,Plainville,Hartford,0900360120
090035025001006,Block 1006,Hartford,Hartford,0900337070
090034942012002,Block 2002,Newington,Hartford,0900352140
090035146001007,Block 1007,Manchester,Hartford,0900344700
090035148002006,Block 2006,Manchester,Hartford,0900344700
090034681021015,Block 1015,Granby,Hartford,0900332640
090034735011002,Block 1002,Windsor,Hartford,0900387000
090034303022009,Block 2009,Southington,Hartford,0900370550
090035241002006,Block 2006,Marlborough,Hartford,0900345820
090035241003005,Block 3005,Marlborough,Hartford,0900345820
090034204002019,Block 2019,Plainville,Hartford,0900360120
090052632002020,Block 2020,Cornwall,Litchfield,0900517240
090052532002007,Block 2007,New Milford,Litchfield,0900552630
090052632001025,Block 1025,Cornwall,Litchfield,0900517240
090053602001010,Block 1010,Watertown,Litchfield,0900580490
090053201011000,Block 1000,Winchester,Litchfield,0900586440
090054257001008,Block 1008,New Milford,Litchfield,0900552630
090053201024009,Block 4009,Winchester,Litchfield,0900586440
090052961001016,Block 1016,Goshen,Litchfield,0900532290
090052931001000,Block 1000,Colebrook,Litchfield,0900516050
090054253003000,Block 3000,Plymouth,Litchfield,0900560750
090052983001016,Block 1016,Harwinton,Litchfield,0900537280
090053101004002,Block 4002,Torrington,Litchfield,0900576570
090053105001004,Block 1004,Torrington,Litchfield,0900576570
090052611002025,Block 2025,Salisbury,Litchfield,0900566420
090053421004003,Block 4003,Bethlehem,Litchfield,0900504930
090052632001029,Block 1029,Cornwall,Litchfield,0900517240
090035021001025,Block 1025,Hartford,Hartford,0900337070
090034737002005,Block 2005,Windsor,Hartford,0900387000
090039800021001,Block 1001,Windsor Locks,Hartford,0900387070
090034872011024,Block 1024,South Windsor,Hartford,0900371390
090034736022003,Block 2003,Windsor,Hartford,0900387000
090035204003017,Block 3017,Glastonbury,Hartford,0900331240
090034737001001,Block 1001,Windsor,Hartford,0900387000
090034681013001,Block 3001,Granby,Hartford,0900332640
090034621014009,Block 4009,Avon,Hartford,0900302060
090034641023004,Block 3004,Canton,Hartford,0900312270
090034003003000,Block 3000,Berlin,Hartford,0900304300
090034945002014,Block 2014,Newington,Hartford,0900352140
090035241005009,Block 5009,Marlborough,Hartford,0900345820
090116952021020,Block 1020,Montville,New London,0901148900
090117081002005,Block 2005,Voluntown,New London,0901178600
090119800001009,Block 1009,Groton,New London,0901134250
090119800001019,Block 1019,Groton,New London,0901134250
090118701003007,Block 3007,Lebanon,New London,0901142390
090117071004034,Block 4034,North Stonington,New London,0901155500
090118707042043,Block 2043,East Lyme,New London,0901123400
090117030002018,Block 2018,Groton,New London,0901134250
090117028001001,Block 1001,Groton,New London,0901134250
090116935001013,Block 1013,Waterford,New London,0901180280
090117028001005,Block 1005,Groton,New London,0901134250
090117161014004,Block 4004,East Lyme,New London,0901123400
090117141035015,Block 5015,Colchester,New London,0901115910
090116909004004,Block 4004,New London,New London,0901152350
090093434001004,Block 1004,Cheshire,New Haven,0900914160
090093453004003,Block 4003,Naugatuck,New Haven,0900949950
090093454003005,Block 3005,Naugatuck,New Haven,0900949950
090093453005018,Block 5018,Naugatuck,New Haven,0900949950
090091201001014,Block 1014,Derby,New Haven,0900919550
090093434003011,Block 3011,Cheshire,New Haven,0900914160
090093528003006,Block 3006,Waterbury,New Haven,0900980070
090093472002008,Block 2008,Prospect,New Haven,0900962290
090093516014000,Block 4000,Waterbury,New Haven,0900980070
090091302024014,Block 4014,Seymour,New Haven,0900967610
090091756001004,Block 1004,Wallingford,New Haven,0900978740
090116966003011,Block 3011,Norwich,New London,0901156270
090117101002000,Block 2000,Lisbon,New London,0901143230
090116952024023,Block 4023,Montville,New London,0901148900
090118707043009,Block 3009,East Lyme,New London,0901123400
090118703001012,Block 1012,New London,New London,0901152350
090118701004009,Block 4009,Lebanon,New London,0901142390
090118701002019,Block 2019,Lebanon,New London,0901142390
090118707042011,Block 2011,East Lyme,New London,0901123400
090117141011007,Block 1007,Colchester,New London,0901115910
090117141042004,Block 2004,Colchester,New London,0901115910
090116966001004,Block 1004,Norwich,New London,0901156270
090117029002001,Block 2001,Groton,New London,0901134250
090116501002009,Block 2009,Lyme,New London,0901144210
090118701004006,Block 4006,Lebanon,New London,0901142390
090118703004014,Block 4014,New London,New London,0901152350
090117111004011,Block 4011,Sprague,New London,0901171670
090117101003004,Block 3004,Lisbon,New London,0901143230
090138813001002,Block 1002,Mansfield,Tolland,0901344910
090117071001012,Block 1012,North Stonington,New London,0901155500
090116967013028,Block 3028,Norwich,New London,0901156270
090117029002027,Block 2027,Groton,New London,0901134250
090117029002030,Block 2030,Groton,New London,0901134250
090117021003004,Block 3004,Groton,New London,0901134250
090118702002002,Block 2002,Groton,New London,0901134250
090117121002005,Block 2005,Franklin,New London,0901129910
090116952022006,Block 2006,Montville,New London,0901148900
090116970002009,Block 2009,Norwich,New London,0901156270
090117054001024,Block 1024,Stonington,New London,0901173770
090116905002001,Block 2001,New London,New London,0901152350
090118701001013,Block 1013,Lebanon,New London,0901142390
090091847002012,Block 2012,Branford,New Haven,0900907310
090091658024011,Block 4011,Hamden,New Haven,0900935650
090091574004013,Block 4013,Orange,New Haven,0900957600
090093461011027,Block 1027,Oxford,New Haven,0900958300
090093510002000,Block 2000,Waterbury,New Haven,0900980070
090093451001007,Block 1007,Naugatuck,New Haven,0900949950
090093527013002,Block 3002,Waterbury,New Haven,0900980070
090091704001021,Block 1021,Meriden,New Haven,0900946520
090091752001007,Block 1007,Wallingford,New Haven,0900978740
090093524001002,Block 1002,Waterbury,New Haven,0900980070
090093513003016,Block 3016,Waterbury,New Haven,0900980070
090093514002010,Block 2010,Waterbury,New Haven,0900980070
090091548002004,Block 2004,West Haven,New Haven,0900982870
090091415005000,Block 5000,New Haven,New Haven,0900952070
090093505001004,Block 1004,Waterbury,New Haven,0900980070
090091202001010,Block 1010,Derby,New Haven,0900919550
090093451002005,Block 2005,Naugatuck,New Haven,0900949950
090093519002008,Block 2008,Waterbury,New Haven,0900980070
090091426053007,Block 3007,New Haven,New Haven,0900952070
090093434003015,Block 3015,Cheshire,New Haven,0900914160
090093453002006,Block 2006,Naugatuck,New Haven,0900949950
090091510001014,Block 1014,Milford,New Haven,0900947535
090093615002008,Block 2008,West Haven,New Haven,0900982870
090091401021004,Block 1004,New Haven,New Haven,0900952070
090091754004029,Block 4029,Wallingford,New Haven,0900978740
090091673013008,Block 3008,North Haven,New Haven,0900954870
090010201011005,Block 1005,Stamford,Fairfield,0900173070
090091672011012,Block 1012,North Haven,New Haven,0900954870
090093514002004,Block 2004,Waterbury,New Haven,0900980070
090093511001007,Block 1007,Waterbury,New Haven,0900980070
090091760001017,Block 1017,Wallingford,New Haven,0900978740
090091574003006,Block 3006,Orange,New Haven,0900957600
090091902003013,Block 3013,Guilford,New Haven,0900934950
090091547002001,Block 2001,County subdivisions not defined,,
090091507003026,Block 3026,Milford,New Haven,0900947535
090091801022008,Block 2008,East Haven,New Haven,0900922910
090091428001003,Block 1003,New Haven,New Haven,0900952070
090093513001008,Block 1008,Waterbury,New Haven,0900980070
090093611002008,Block 2008,Wolcott,New Haven,0900987560
090093519001009,Block 1009,Waterbury,New Haven,0900980070
090093453001001,Block 1001,Naugatuck,New Haven,0900949950
090091941011009,Block 1009,Madison,New Haven,0900944560
090091861004000,Block 4000,North Branford,New Haven,0900953890
090091671012014,Block 2014,North Haven,New Haven,0900954870
090091672013009,Block 3009,North Haven,New Haven,0900954870
090093612001001,Block 1001,Wolcott,New Haven,0900987560
090093612003024,Block 3024,Wolcott,New Haven,0900987560
090093615003005,Block 3005,West Haven,New Haven,0900982870
090091846001007,Block 1007,Branford,New Haven,0900907310
090093461013010,Block 3010,Oxford,New Haven,0900958300
090093461012001,Block 2001,Oxford,New Haven,0900958300
090091653002015,Block 2015,Hamden,New Haven,0900935650
090091416003004,Block 3004,New Haven,New Haven,0900952070
090091428003039,Block 3039,County subdivisions not defined,,
090091656002023,Block 2023,Hamden,New Haven,0900935650
090091658023010,Block 3010,Hamden,New Haven,0900935650
090093515004002,Block 4002,Waterbury,New Haven,0900980070
090091611004013,Block 4013,Bethany,New Haven,0900904580
090091655002005,Block 2005,Hamden,New Haven,0900935650
090091547003002,Block 3002,West Haven,New Haven,0900982870
090011102011008,Block 1008,Shelton,Fairfield,0900168170
090093411002011,Block 2011,Beacon Falls,New Haven,0900903250
090091652001007,Block 1007,Hamden,New Haven,0900935650
090091658022002,Block 2002,Hamden,New Haven,0900935650
090093433003000,Block 3000,Cheshire,New Haven,0900914160
090091428003025,Block 3025,New Haven,New Haven,0900952070
090011002005005,Block 5005,Monroe,Fairfield,0900148620
090091573001002,Block 1002,Orange,New Haven,0900957600
090093613002002,Block 2002,Wolcott,New Haven,0900987560
090091862003030,Block 3030,North Branford,New Haven,0900953890
090091427004001,Block 4001,New Haven,New Haven,0900952070
090091424001013,Block 1013,New Haven,New Haven,0900952070
090010606001011,Block 1011,Fairfield,Fairfield,0900126620
090010107002009,Block 2009,Greenwich,Fairfield,0900133620
090011102021015,Block 1015,Shelton,Fairfield,0900168170
090012301003014,Block 3014,Newtown,Fairfield,0900152980
090010705001008,Block 1008,Bridgeport,Fairfield,0900108070
090010305001011,Block 1011,Darien,Fairfield,0900118850
090091427004005,Block 4005,New Haven,New Haven,0900952070
090091548002013,Block 2013,West Haven,New Haven,0900982870
090091404002009,Block 2009,New Haven,New Haven,0900952070
090093509002010,Block 2010,Waterbury,New Haven,0900980070
090093431012021,Block 2021,Cheshire,New Haven,0900914160
090093431013012,Block 3012,Cheshire,New Haven,0900914160
090093612003014,Block 3014,Wolcott,New Haven,0900987560
090091511003013,Block 3013,Milford,New Haven,0900947535
090091510003023,Block 3023,Milford,New Haven,0900947535
090091806011003,Block 1003,East Haven,New Haven,0900922910
090091505001007,Block 1007,Milford,New Haven,0900947535
090093515003003,Block 3003,Waterbury,New Haven,0900980070
090091546003002,Block 3002,West Haven,New Haven,0900982870
090091903023004,Block 3004,Guilford,New Haven,0900934950
090091425001019,Block 1019,New Haven,New Haven,0900952070
090091418002001,Block 2001,New Haven,New Haven,0900952070
090091756002008,Block 2008,Wallingford,New Haven,0900978740
090091801023000,Block 3000,East Haven,New Haven,0900922910
090091802002006,Block 2006,East Haven,New Haven,0900922910
090091861004001,Block 4001,North Branford,New Haven,0900953890
090091602001003,Block 1003,Woodbridge,New Haven,0900987700
090010437002004,Block 2004,Norwalk,Fairfield,0900156060
090010615001015,Block 1015,Fairfield,Fairfield,0900126620
090010202002017,Block 2017,Stamford,Fairfield,0900173070
090010711003000,Block 3000,Bridgeport,Fairfield,0900108070
090012301003029,Block 3029,Newtown,Fairfield,0900152980
090010205003007,Block 3007,Stamford,Fairfield,0900173070
090010904001014,Block 1014,Trumbull,Fairfield,0900177200
090012105021017,Block 1017,Danbury,Fairfield,0900118500
090091673014012,Block 4012,North Haven,New Haven,0900954870
090091755011010,Block 1010,Wallingford,New Haven,0900978740
090091509002011,Block 2011,Milford,New Haven,0900947535
090091760003037,Block 3037,Wallingford,New Haven,0900978740
090093518002000,Block 2000,Waterbury,New Haven,0900980070
090158301004019,Block 4019,Ashford,Windham,0901501430
090159044004033,Block 4033,Killingly,Windham,0901540500
090159051013009,Block 3009,Brooklyn,Windham,0901509190
090159051011001,Block 1001,Brooklyn,Windham,0901509190
090159044004023,Block 4023,Killingly,Windham,0901540500
090159011012006,Block 2006,Woodstock,Windham,0901588190
090159001004026,Block 4026,Thompson,Windham,0901575870
090159073002016,Block 2016,Plainfield,Windham,0901559980
090159044002001,Block 2001,Killingly,Windham,0901540500
090159045001010,Block 1010,Killingly,Windham,0901540500
090158003003010,Block 3010,Windham,Windham,0901586790
090159031011014,Block 1014,Putnam,Windham,0901562710
090158006001003,Block 1003,Windham,Windham,0901586790
090010454001005,Block 1005,Wilton,Fairfield,0900186370
090010721001028,Block 1028,Bridgeport,Fairfield,0900108070
090010432002002,Block 2002,Norwalk,Fairfield,0900156060
090011105002010,Block 2010,Shelton,Fairfield,0900168170
090093501014016,Block 4016,Waterbury,New Haven,0900980070
090093524002011,Block 2011,Waterbury,New Haven,0900980070
090091511003006,Block 3006,Milford,New Haven,0900947535
090091802003009,Block 3009,East Haven,New Haven,0900922910
090091509001000,Block 1000,Milford,New Haven,0900947535
090093527013001,Block 3001,Waterbury,New Haven,0900980070
090093518002001,Block 2001,Waterbury,New Haven,0900980070
090091847001009,Block 1009,Branford,New Haven,0900907310
090159041022031,Block 2031,Killingly,Windham,0901540500
090159041012025,Block 2025,Killingly,Windham,0901540500
090093521003012,Block 3012,Waterbury,New Haven,0900980070
090093521001000,Block 1000,Waterbury,New Haven,0900980070
090091708002003,Block 2003,Meriden,New Haven,0900946520
090093523002029,Block 2029,Waterbury,New Haven,0900980070
090091844002009,Block 2009,Branford,New Haven,0900907310
090091510004005,Block 4005,Milford,New Haven,0900947535
090010302001002,Block 1002,Darien,Fairfield,0900118850
090010103002013,Block 2013,Greenwich,Fairfield,0900133620
090012401003049,Block 3049,Redding,Fairfield,0900163480
090159001003016,Block 3016,Thompson,Windham,0901575870
090091573001005,Block 1005,Orange,New Haven,0900957600
090091301022019,Block 2019,Seymour,New Haven,0900967610
090093523001032,Block 1032,Waterbury,New Haven,0900980070
090093411001012,Block 1012,Beacon Falls,New Haven,0900903250
090091841012013,Block 2013,Branford,New Haven,0900907310
090158005023019,Block 3019,Windham,Windham,0901586790
090158006001000,Block 1000,Windham,Windham,0901586790
090158005013001,Block 3001,Windham,Windham,0901586790
090158005011016,Block 1016,Windham,Windham,0901586790
090159041022050,Block 2050,Killingly,Windham,0901540500
