block_fips,block_name,town,county,town_fips
090010807002014,Block 2014,Stratford,Fairfield,0900174190
090010905002032,Block 2032,Trumbull,Fairfield,0900177200
090010113001023,Block 1023,Greenwich,Fairfield,0900133620
090010904001004,Block 1004,Trumbull,Fairfield,0900177200
090010904001018,Block 1018,Trumbull,Fairfield,0900177200
090010904002000,Block 2000,Trumbull,Fairfield,0900177200
090012105021014,Block 1014,Danbury,Fairfield,0900118500
090091547002008,Block 2008,West Haven,New Haven,0900982870
090091901003007,Block 3007,Guilford,New Haven,0900934950
090091425004000,Block 4000,New Haven,New Haven,0900952070
090091510002011,Block 2011,Milford,New Haven,0900947535
090091549001001,Block 1001,West Haven,New Haven,0900982870
090091546002012,Block 2012,West Haven,New Haven,0900982870
090091401021009,Block 1009,New Haven,New Haven,0900952070
090091420002002,Block 2002,New Haven,New Haven,0900952070
090093503002008,Block 2008,Waterbury,New Haven,0900980070
090093520002006,Block 2006,Waterbury,New Haven,0900980070
090159051022019,Block 2019,Brooklyn,Windham,0901509190
090159041013008,Block 3008,Killingly,Windham,0901540500
090159072002006,Block 2006,Plainfield,Windham,0901559980
090159001002024,Block 2024,Thompson,Windham,0901575870
090159073003016,Block 3016,Plainfield,Windham,0901559980
090159011011030,Block 1030,Woodstock,Windham,0901588190
090159041012001,Block 2001,Killingly,Windham,0901540500
090159041012011,Block 2011,Killingly,Windham,0901540500
090158200003007,Block 3007,Hampton,Windham,0901536000
090158150002017,Block 2017,Chaplin,Windham,0901513810
090159045004004,Block 4004,Killingly,Windham,0901540500
090158003001008,Block 1008,Windham,Windham,0901586790
090159081004004,Block 4004,Sterling,Windham,0901573420
090010354001003,Block 1003,New Canaan,Fairfield,0900150580
090010109004003,Block 4003,Greenwich,Fairfield,0900133620
090010724001002,Block 1002,Bridgeport,Fairfield,0900108070
090010702002003,Block 2003,Bridgeport,Fairfield,0900108070
090010743001001,Block 1001,Bridgeport,Fairfield,0900108070
090093461014003,Block 4003,Oxford,New Haven,0900958300
090091428001013,Block 1013,New Haven,New Haven,0900952070
090091405003018,Block 3018,New Haven,New Haven,0900952070
090091405001003,Block 1003,New Haven,New Haven,0900952070
090091671023001,Block 3001,North Haven,New Haven,0900954870
090091511003001,Block 3001,Milford,New Haven,0900947535
090091903031025,Block 1025,Guilford,New Haven,0900934950
090093471002006,Block 2006,Prospect,New Haven,0900962290
090091253003005,Block 3005,Ansonia,New Haven,0900901220
090093517002009,Block 2009,Waterbury,New Haven,0900980070
090091671021001,Block 1001,North Haven,New Haven,0900954870
090091504002008,Block 2008,Milford,New Haven,0900947535
090093612003009,Block 3009,Wolcott,New Haven,0900987560
090091301022017,Block 2017,Seymour,New Haven,0900967610
090091658012005,Block 2005,Hamden,New Haven,0900935650
090091254001016,Block 1016,Ansonia,New Haven,0900901220
090010302001004,Block 1004,Darien,Fairfield,0900118850
090011003001009,Block 1009,Monroe,Fairfield,0900148620
090010103002014,Block 2014,Greenwich,Fairfield,0900133620
090012401003002,Block 3002,Redding,Fairfield,0900163480
090010103003002,Block 3002,Greenwich,Fairfield,0900133620
090159011021045,Block 1045,Woodstock,Windham,0901588190
090159071002002,Block 2002,Plainfield,Windham,0901559980
090093411004018,Block 4018,Beacon Falls,New Haven,0900903250
090093481112028,Block 2028,Southbury,New Haven,0900969640
090091571002026,Block 2026,Orange,New Haven,0900957600
090091574002011,Block 2011,Orange,New Haven,0900957600
090091708002010,Block 2010,Meriden,New Haven,0900946520
090158004001006,Block 1006,Windham,Windham,0901586790
090158005023016,Block 3016,Windham,Windham,0901586790
090159044004024,Block 4024,Killingly,Windham,0901540500
090159045005019,Block 5019,Killingly,Windham,0901540500
090159025002033,Block 2033,Pomfret,Windham,0901561030
090011102012006,Block 2006,Shelton,Fairfield,0900168170
090010451011015,Block 1015,Wilton,Fairfield,0900186370
090010604004012,Block 4012,Fairfield,Fairfield,0900126620
090010452001018,Block 1018,Wilton,Fairfield,0900186370
090010901002025,Block 2025,Trumbull,Fairfield,0900177200
090010704001033,Block 1033,Bridgeport,Fairfield,0900108070
090159073004033,Block 4033,Plainfield,Windham,0901559980
090159073003040,Block 3040,Plainfield,Windham,0901559980
090075501003001,Block 3001,East Hampton,Middlesex,0900722490
090158200002023,Block 2023,Hampton,Windham,0901536000
090075422001005,Block 1005,Middletown,Middlesex,0900747360
090076702003060,Block 3060,Old Saybrook,Middlesex,0900757320
090075414011004,Block 1004,Middletown,Middlesex,0900747360
090076801023006,Block 3006,Westbrook,Middlesex,0900781680
090116905002028,Block 2028,New London,New London,0901152350
090117091004022,Block 4022,Griswold,New London,0901133900
090117053002012,Block 2012,Stonington,New London,0901173770
090117151003008,Block 3008,Salem,New London,0901166210
090076401001018,Block 1018,Killingworth,Middlesex,0900740710
090076702002014,Block 2014,Old Saybrook,Middlesex,0900757320
090075951013021,Block 3021,East Haddam,Middlesex,0900722280
090091511001032,Block 1032,Milford,New Haven,0900947535
090091547006015,Block 6015,West Haven,New Haven,0900982870
090091509002023,Block 2023,Milford,New Haven,0900947535
090091407002001,Block 2001,New Haven,New Haven,0900952070
090093523002001,Block 2001,Waterbury,New Haven,0900980070
090093431022005,Block 2005,Cheshire,New Haven,0900914160
090091942025003,Block 5003,Madison,New Haven,0900944560
090093516022004,Block 2004,Waterbury,New Haven,0900980070
090091706001015,Block 1015,Meriden,New Haven,0900946520
090091406001011,Block 1011,New Haven,New Haven,0900952070
090093451004005,Block 4005,Naugatuck,New Haven,0900949950
090091659001016,Block 1016,Hamden,New Haven,0900935650
090159025004003,Block 4003,Pomfret,Windham,0901561030
090117023002020,Block 2020,Groton,New London,0901134250
090116904002007,Block 2007,New London,New London,0901152350
090117054002023,Block 2023,Stonington,New London,0901173770
090159002003035,Block 3035,Thompson,Windham,0901575870
090159011023012,Block 3012,Woodstock,Windham,0901588190
090159002003018,Block 3018,Thompson,Windham,0901575870
090159061001016,Block 1016,Canterbury,Windham,0901512130
090159031023022,Block 3022,Putnam,Windham,0901562710
090075502021003,Block 1003,East Hampton,Middlesex,0900722490
090075411002000,Block 2000,Middletown,Middlesex,0900747360
090075601001035,Block 1035,Portland,Middlesex,0900761800
090075502021012,Block 1012,East Hampton,Middlesex,0900722490
090076801023007,Block 3007,Westbrook,Middlesex,0900781680
090075901021002,Block 1002,Haddam,Middlesex,0900735230
090076401004009,Block 4009,Killingworth,Middlesex,0900740710
090076101001022,Block 1022,Clinton,Middlesex,0900715350
090076701003004,Block 3004,Old Saybrook,Middlesex,0900757320
090075801004031,Block 4031,Middlefield,Middlesex,0900747080
090075414013002,Block 3002,Middletown,Middlesex,0900747360
090075801003001,Block 3001,Middlefield,Middlesex,0900747080
090075414012003,Block 2003,Middletown,Middlesex,0900747360
090076401002008,Block 2008,Killingworth,Middlesex,0900740710
090075703004013,Block 4013,Cromwell,Middlesex,0900718080
090075801003011,Block 3011,Middlefield,Middlesex,0900747080
090075901011017,Block 1017,Haddam,Middlesex,0900735230
090076401003015,Block 3015,Killingworth,Middlesex,0900740710
090076802001011,Block 1011,Middletown,Middlesex,0900747360
090075502021010,Block 1010,East Hampton,Middlesex,0900722490
090034056004004,Block 4004,Bristol,Hartford,0900308490
090034056006006,Block 6006,Bristol,Hartford,0900308490
090034055002010,Block 2010,Bristol,Hartford,0900308490
090034921001033,Block 1033,Wethersfield,Hartford,0900384900
090034601001000,Block 1000,Farmington,Hartford,0900327600
090034944002008,Block 2008,Newington,Hartford,0900352140
090035151022002,Block 2002,Manchester,Hartford,0900344700
090034663002000,Block 2000,Simsbury,Hartford,0900368940
090034873001022,Block 1022,South Windsor,Hartford,0900371390
090034872022007,Block 2007,South Windsor,Hartford,0900371390
090034925001029,Block 1029,Wethersfield,Hartford,0900384900
090053602001013,Block 1013,Watertown,Litchfield,0900580490
090035141031029,Block 1029,Manchester,Hartford,0900344700
090034771012005,Block 2005,Suffield,Hartford,0900374540
090034771013004,Block 3004,Suffield,Hartford,0900374540
090035106003009,Block 3009,East Hartford,Hartford,0900322630
090035040001010,Block 1010,Hartford,Hartford,0900337070
090035148002001,Block 2001,Manchester,Hartford,0900344700
090034053004006,Block 4006,Bristol,Hartford,0900308490
090053602007005,Block 7005,Watertown,Litchfield,0900580490
090053604002019,Block 2019,Watertown,Litchfield,0900580490
090052534004014,Block 4014,New Milford,Litchfield,0900552630
090054253001018,Block 1018,Plymouth,Litchfield,0900560750
090034976001001,Block 1001,West Hartford,Hartford,0900382590
090034976001008,Block 1008,West Hartford,Hartford,0900382590
090034965003007,Block 3007,West Hartford,Hartford,0900382590
090034806004002,Block 4002,Enfield,Hartford,0900325990
090035203022000,Block 2000,Glastonbury,Hartford,0900331240
090034058011002,Block 1002,Bristol,Hartford,0900308490
090034058021006,Block 1006,Bristol,Hartford,0900308490
090034101013014,Block 3014,Burlington,Hartford,0900310100
090034841004003,Block 4003,East Windsor,Hartford,0900324800
090034058011020,Block 1020,Bristol,Hartford,0900308490
090034061001011,Block 1011,Bristol,Hartford,0900308490
090034926003003,Block 3003,Wethersfield,Hartford,0900384900
090034942012008,Block 2008,Newington,Hartford,0900352140
090034712002019,Block 2019,Bloomfield,Hartford,0900305910
090034946002015,Block 2015,Newington,Hartford,0900352140
090034713001004,Block 1004,Bloomfield,Hartford,0900305910
090034771012010,Block 2010,Suffield,Hartford,0900374540
090035242004006,Block 4006,Rocky Hill,Hartford,0900365370
090034165004003,Block 4003,New Britain,Hartford,0900350440
090034842002018,Block 2018,East Windsor,Hartford,0900324800
090034804001009,Block 1009,Enfield,Hartford,0900325990
090010208002005,Block 2005,Stamford,Fairfield,0900173070
090012102023001,Block 3001,Danbury,Fairfield,0900118500
090010905001011,Block 1011,Trumbull,Fairfield,0900177200
090010605001002,Block 1002,Fairfield,Fairfield,0900126620
090034663001005,Block 1005,Simsbury,Hartford,0900368940
090034173001001,Block 1001,New Britain,Hartford,0900350440
090034207003016,Block 3016,Plainville,Hartford,0900360120
090034946001004,Block 1004,Newington,Hartford,0900352140
090034943003019,Block 3019,Newington,Hartford,0900352140
090035241002008,Block 2008,Marlborough,Hartford,0900345820
090034901001008,Block 1008,Rocky Hill,Hartford,0900365370
090034162003003,Block 3003,New Britain,Hartford,0900350440
090034946002002,Block 2002,Newington,Hartford,0900352140
090053602001007,Block 1007,Watertown,Litchfield,0900580490
090053621022004,Block 2004,Woodbury,Litchfield,0900587910
090034962002009,Block 2009,West Hartford,Hartford,0900382590
090035109001005,Block 1005,East Hartford,Hartford,0900322630
090035146002013,Block 2013,Manchester,Hartford,0900344700
090034811001012,Block 1012,Enfield,Hartford,0900325990
090034661012032,Block 2032,Simsbury,Hartford,0900368940
090034872013023,Block 3023,South Windsor,Hartford,0900371390
090034804001012,Block 1012,Enfield,Hartford,0900325990
090034661023015,Block 3015,Simsbury,Hartford,0900368940
090034943003008,Block 3008,Newington,Hartford,0900352140
090034154004000,Block 4000,New Britain,Hartford,0900350440
090035241005011,Block 5011,Marlborough,Hartford,0900345820
090034164001007,Block 1007,New Britain,Hartford,0900350440
090035023005001,Block 5001,Hartford,Hartford,0900337070
090034968001000,Block 1000,West Hartford,Hartford,0900382590
090034771011000,Block 1000,Suffield,Hartford,0900374540
090034661011007,Block 1007,Simsbury,Hartford,0900368940
090035049001009,Block 1009,Hartford,Hartford,0900337070
090052611004013,Block 4013,Salisbury,Litchfield,0900566420
090053491002014,Block 2014,Thomaston,Litchfield,0900575730
090053108033004,Block 3004,Torrington,Litchfield,0900576570
090053104001010,Block 1010,Torrington,Litchfield,0900576570
090052983001013,Block 1013,Harwinton,Litchfield,0900537280
090054255003015,Block 3015,Plymouth,Litchfield,0900560750
090053621011021,Block 1021,Woodbury,Litchfield,0900587910
090054256012046,Block 2046,Norfolk,Litchfield,0900553470
090054256012033,Block 2033,Norfolk,Litchfield,0900553470
090012571001012,Block 1012,Sherman,Fairfield,0900168310
090010806001004,Block 1004,Stratford,Fairfield,0900174190
090010901001017,Block 1017,Trumbull,Fairfield,0900177200
090010503022001,Block 2001,Westport,Fairfield,0900183500
090012402003012,Block 3012,Redding,Fairfield,0900163480
090010304001021,Block 1021,Darien,Fairfield,0900118850
090010451022002,Block 2002,Wilton,Fairfield,0900186370
090012456004009,Block 4009,Ridgefield,Fairfield,0900163970
090052602002022,Block 2022,North Canaan,Litchfield,0900554030
090053108042000,Block 2000,Torrington,Litchfield,0900576570
090135351021009,Block 1009,Ellington,Tolland,0901325360
090135352004017,Block 4017,Ellington,Tolland,0901325360
090135261012032,Block 2032,Hebron,Tolland,0901337910
090138601003009,Block 3009,Columbia,Tolland,0901316400
090138815002020,Block 2020,Mansfield,Tolland,0901344910
090135281002002,Block 2002,Andover,Tolland,0901301080
090135382011009,Block 1009,Somers,Tolland,0901369220
090138902031050,Block 1050,Union,Tolland,0901377830
090052501001022,Block 1022,Bridgewater,Litchfield,0900508210
090135303021013,Block 1013,Vernon,Tolland,0901378250
090135331023011,Block 3011,Tolland,Tolland,0901376290
090138902041009,Block 1009,Stafford,Tolland,0901372090
090138601003020,Block 3020,Columbia,Tolland,0901316400
090135331042031,Block 2031,Tolland,Tolland,0901376290
090135382012006,Block 2006,Somers,Tolland,0901369220
090135382021028,Block 1028,Somers,Tolland,0901369220
090054256011013,Block 1013,Norfolk,Litchfield,0900553470
090052535001002,Block 1002,New Milford,Litchfield,0900552630
090053421004004,Block 4004,Bethlehem,Litchfield,0900504930
090052535003003,Block 3003,New Milford,Litchfield,0900552630
090052501001034,Block 1034,Bridgewater,Litchfield,0900508210
090053107004016,Block 4016,Torrington,Litchfield,0900576570
090010211002004,Block 2004,Stamford,Fairfield,0900173070
090035247002007,Block 2007,Hartford,Hartford,0900337070
090034965001002,Block 1002,West Hartford,Hartford,0900382590
090135351022005,Block 2005,Ellington,Tolland,0901325360
090135306002001,Block 2001,Vernon,Tolland,0901378250
090135291003016,Block 3016,Bolton,Tolland,0901306260
090135291001019,Block 1019,Bolton,Tolland,0901306260
090135331031012,Block 1012,Tolland,Tolland,0901376290
090053061003042,Block 3042,New Hartford,Litchfield,0900551350
090053107002014,Block 2014,Torrington,Litchfield,0900576570
090010439002006,Block 2006,Norwalk,Fairfield,0900156060
090010611004009,Block 4009,Fairfield,Fairfield,0900126620
090035203012001,Block 2001,Glastonbury,Hartford,0900331240
090034158001009,Block 1009,New Britain,Hartford,0900350440
090035114001005,Block 1005,East Hartford,Hartford,0900322630
090034976003000,Block 3000,West Hartford,Hartford,0900382590
090034965002007,Block 2007,West Hartford,Hartford,0900382590
090034738002016,Block 2016,Windsor,Hartford,0900387000
090034738002020,Block 2020,Windsor,Hartford,0900387000
090035244001017,Block 1017,Hartford,Hartford,0900337070
090035049001007,Block 1007,Hartford,Hartford,0900337070
090010740002007,Block 2007,Bridgeport,Fairfield,0900108070
090010706002004,Block 2004,Bridgeport,Fairfield,0900108070
090010354002028,Block 2028,New Canaan,Fairfield,0900150580
090010602001010,Block 1010,Fairfield,Fairfield,0900126620
090012301004024,Block 4024,Newtown,Fairfield,0900152980
090039801001032,Block 1032,Hartford,Hartford,0900337070
090034964002001,Block 2001,West Hartford,Hartford,0900382590
090034701004008,Block 4008,East Granby,Hartford,0900322070
090034970004014,Block 4014,West Hartford,Hartford,0900382590
090010112001016,Block 1016,Greenwich,Fairfield,0900133620
090012003012019,Block 2019,Bethel,Fairfield,0900104720
090012053002007,Block 2007,Brookfield,Fairfield,0900108980
090010432002007,Block 2007,Norwalk,Fairfield,0900156060
090010722002006,Block 2006,Bridgeport,Fairfield,0900108070
090012572004001,Block 4001,Bridgeport,Fairfield,0900108070
090012202001005,Block 1005,New Fairfield,Fairfield,0900150860
090012107022004,Block 2004,Danbury,Fairfield,0900118500
090010611004001,Block 4001,Fairfield,Fairfield,0900126620
090010739002000,Block 2000,Bridgeport,Fairfield,0900108070
090012104023001,Block 3001,Danbury,Fairfield,0900118500
090010213003000,Block 3000,Stamford,Fairfield,0900173070
090010905003007,Block 3007,Trumbull,Fairfield,0900177200
090010609001003,Block 1003,Fairfield,Fairfield,0900126620
090010102023010,Block 3010,Greenwich,Fairfield,0900133620
090010506001012,Block 1012,Westport,Fairfield,0900183500
090010501001021,Block 1021,Westport,Fairfield,0900183500
090135351022011,Block 2011,Ellington,Tolland,0901325360
090138813002002,Block 2002,Mansfield,Tolland,0901344910
090135352003019,Block 3019,Ellington,Tolland,0901325360
090010706002000,Block 2000,Bridgeport,Fairfield,0900108070
090010711003014,Block 3014,Bridgeport,Fairfield,0900108070
090010711002007,Block 2007,Bridgeport,Fairfield,0900108070
090010212003011,Block 3011,Stamford,Fairfield,0900173070
090010714002003,Block 2003,Bridgeport,Fairfield,0900108070
090012102023000,Block 3000,Danbury,Fairfield,0900118500
090012303003003,Block 3003,Newtown,Fairfield,0900152980
090010106002001,Block 2001,Greenwich,Fairfield,0900133620
090012305023024,Block 3024,Newtown,Fairfield,0900152980
090011001001010,Block 1010,Monroe,Fairfield,0900148620
090010224001012,Block 1012,Stamford,Fairfield,0900173070
090010739002011,Block 2011,Bridgeport,Fairfield,0900108070
090010605002007,Block 2007,Fairfield,Fairfield,0900126620
090010425002001,Block 2001,Norwalk,Fairfield,0900156060
090010907001025,Block 1025,Trumbull,Fairfield,0900177200
090010616003009,Block 3009,Fairfield,Fairfield,0900126620
090010429001004,Block 1004,Norwalk,Fairfield,0900156060
090010101015013,Block 5013,Greenwich,Fairfield,0900133620
090010218023000,Block 3000,Stamford,Fairfield,0900173070
090012109004008,Block 4008,Danbury,Fairfield,0900118500
090019900000014,Block 0014,Stamford,Fairfield,0900173070
090010505002003,Block 2003,Westport,Fairfield,0900183500
090011105001012,Block 1012,Shelton,Fairfield,0900168170
090010503011000,Block 1000,Westport,Fairfield,0900183500
090010904001027,Block 1027,Trumbull,Fairfield,0900177200
090010906001019,Block 1019,Trumbull,Fairfield,0900177200
090010904001003,Block 1003,Trumbull,Fairfield,0900177200
090010612001013,Block 1013,Fairfield,Fairfield,0900126620
090010703001021,Block 1021,Bridgeport,Fairfield,0900108070
090010552002016,Block 2016,Weston,Fairfield,0900183430
090010614002028,Block 2028,Fairfield,Fairfield,0900126620
090010608002025,Block 2025,Fairfield,Fairfield,0900126620
090010109003000,Block 3000,Greenwich,Fairfield,0900133620
090010224001015,Block 1015,Stamford,Fairfield,0900173070
090010302001007,Block 1007,Darien,Fairfield,0900118850
090012452003005,Block 3005,Ridgefield,Fairfield,0900163970
090010807002003,Block 2003,Stratford,Fairfield,0900174190
090010607002021,Block 2021,Fairfield,Fairfield,0900126620
090010504001008,Block 1008,Westport,Fairfield,0900183500
090010907003004,Block 3004,Trumbull,Fairfield,0900177200
090010442002008,Block 2008,Norwalk,Fairfield,0900156060
090012105022014,Block 2014,Danbury,Fairfield,0900118500
090012201001019,Block 1019,New Fairfield,Fairfield,0900150860
090076101002021,Block 2021,Clinton,Middlesex,0900715350
090075801004028,Block 4028,Middlefield,Middlesex,0900747080
090076301012013,Block 2013,Essex,Middlesex,0900726270
090075414022003,Block 2003,Middletown,Middlesex,0900747360
090075414024008,Block 4008,Middletown,Middlesex,0900747360
090010202001007,Block 1007,Stamford,Fairfield,0900173070
090010446002009,Block 2009,Darien,Fairfield,0900118850
090010902001013,Block 1013,Trumbull,Fairfield,0900177200
090010222023004,Block 3004,Stamford,Fairfield,0900173070
090075901013035,Block 3035,Haddam,Middlesex,0900735230
090075901013031,Block 3031,Haddam,Middlesex,0900735230
090010612002010,Block 2010,Fairfield,Fairfield,0900126620
090010613001022,Block 1022,Fairfield,Fairfield,0900126620
090010726003006,Block 3006,Bridgeport,Fairfield,0900108070
090159011021016,Block 1016,Woodstock,Windham,0901588190
090159001004028,Block 4028,Thompson,Windham,0901575870
090159073004014,Block 4014,Plainfield,Windham,0901559980
090159001003018,Block 3018,Thompson,Windham,0901575870
090159031012001,Block 2001,Putnam,Windham,0901562710
090159051022024,Block 2024,Brooklyn,Windham,0901509190
090159022002011,Block 2011,Eastford,Windham,0901521860
