block_fips,block_name,town,county,town_fips
090091502002007,Block 2007,Milford,New Haven,0900947535
090034738001008,Block 1008,Windsor,Hartford,0900387000
090034164003010,Block 3010,New Britain,Hartford,0900350440
090091424001010,Block 1010,New Haven,New Haven,0900952070
090091754001031,Block 1031,Wallingford,New Haven,0900978740
090052611002037,Block 2037,Salisbury,Litchfield,0900566420
090116961001018,Block 1018,Norwich,New London,0901156270
090093452012020,Block 2020,Naugatuck,New Haven,0900949950
090116905002049,Block 2049,New London,New London,0901152350
090091509001000,Block 1000,Milford,New Haven,0900947535
090159025002047,Block 2047,Pomfret,Windham,0901561030
090116961004012,Block 4012,Norwich,New London,0901156270
090075801002015,Block 2015,Middlefield,Middlesex,0900747080
090010902003030,Block 3030,Trumbull,Fairfield,0900177200
090034663003006,Block 3006,Simsbury,Hartford,0900368940
090034874002019,Block 2019,South Windsor,Hartford,0900371390
090091713002009,Block 2009,Meriden,New Haven,0900946520
090138902013003,Block 3003,Stafford,Tolland,0901372090
090076001003051,Block 3051,Chester,Middlesex,0900714300
090010607004009,Block 4009,Fairfield,Fairfield,0900126620
090052681001008,Block 1008,Roxbury,Litchfield,0900565930
090010710001073,Block 1073,Bridgeport,Fairfield,0900108070
090034661012048,Block 2048,Simsbury,Hartford,0900368940
090011003001011,Block 1011,Monroe,Fairfield,0900148620
090117029001021,Block 1021,Groton,New London,0901134250
090035109002002,Block 2002,East Hartford,Hartford,0900322630
090135351005005,Block 5005,Ellington,Tolland,0901325360
090076801002042,Block 2042,Westbrook,Middlesex,0900781680
090093481111005,Block 1005,Southbury,New Haven,0900969640
090118705022012,Block 2012,Montville,New London,0901148900
090010736001004,Block 1004,Bridgeport,Fairfield,0900108070
090010203002010,Block 2010,Stamford,Fairfield,0900173070
090159061001053,Block 1053,Canterbury,Windham,0901512130
090034806001007,Block 1007,Enfield,Hartford,0900325990
090093615003021,Block 3021,West Haven,New Haven,0900982870
090116952021012,Block 1012,Montville,New London,0901148900
090093481252043,Block 2043,Southbury,New Haven,0900969640
090091753003007,Block 3007,Wallingford,New Haven,0900978740
090010215002003,Block 2003,Stamford,Fairfield,0900173070
090117054001048,Block 1048,Stonington,New London,0901173770
090035246003000,Block 3000,Hartford,Hartford,0900337070
090075414011052,Block 1052,Middletown,Middlesex,0900747360
090075502012006,Block 2006,East Hampton,Middlesex,0900722490
090052534001015,Block 1015,New Milford,Litchfield,0900552630
090034661023012,Block 3012,Simsbury,Hartford,0900368940
090091404001013,Block 1013,New Haven,New Haven,0900952070
090116601022022,Block 2022,Old Lyme,New London,0901157040
090091654002007,Block 2007,Hamden,New Haven,0900935650
090010726001001,Block 1001,Bridgeport,Fairfield,0900108070
090011051002032,Block 2032,Easton,Fairfield,0900123890
090034762001004,Block 1004,Windsor Locks,Hartford,0900387070
090075801002028,Block 2028,Middlefield,Middlesex,0900747080
090035048002000,Block 2000,Hartford,Hartford,0900337070
090034715001014,Block 1014,Bloomfield,Hartford,0900305910
090091403002018,Block 2018,New Haven,New Haven,0900952070
090159041004016,Block 4016,Killingly,Windham,0901540500
090158006003006,Block 3006,Windham,Windham,0901586790
090075601002010,Block 2010,Portland,Middlesex,0900761800
090010506002004,Block 2004,Westport,Fairfield,0900183500
090010723003006,Block 3006,Bridgeport,Fairfield,0900108070
090034976003006,Block 3006,West Hartford,Hartford,0900382590
090052602003014,Block 3014,North Canaan,Litchfield,0900554030
090091506004004,Block 4004,Milford,New Haven,0900947535
090091754001042,Block 1042,Wallingford,New Haven,0900978740
090091673001008,Block 1008,North Haven,New Haven,0900954870
090034641023018,Block 3018,Canton,Hartford,0900312270
090091251002009,Block 2009,Ansonia,New Haven,0900901220
090091847001018,Block 1018,Branford,New Haven,0900907310
090010205002008,Block 2008,Stamford,Fairfield,0900173070
090010727002002,Block 2002,Bridgeport,Fairfield,0900108070
090052632002128,Block 2128,Cornwall,Litchfield,0900517240
090034205004019,Block 4019,Plainville,Hartford,0900360120
090010303003025,Block 3025,Darien,Fairfield,0900118850
090035049001008,Block 1008,Hartford,Hartford,0900337070
090053061002066,Block 2066,New Hartford,Litchfield,0900551350
090091602004012,Block 4012,Woodbridge,New Haven,0900987700
090034975003001,Block 3001,West Hartford,Hartford,0900382590
090010110001000,Block 1000,Greenwich,Fairfield,0900133620
090117151002088,Block 2088,Salem,New London,0901166210
090012452002014,Block 2014,Ridgefield,Fairfield,0900163970
090116966001000,Block 1000,Norwich,New London,0901156270
090093513005010,Block 5010,Waterbury,New Haven,0900980070
090159073003045,Block 3045,Plainfield,Windham,0901559980
090010108002017,Block 2017,Greenwich,Fairfield,0900133620
090075412002022,Block 2022,Middletown,Middlesex,0900747360
090076801004005,Block 4005,Westbrook,Middlesex,0900781680
090091504002007,Block 2007,Milford,New Haven,0900947535
090034923004013,Block 4013,Wethersfield,Hartford,0900384900
090010744002014,Block 2014,Bridgeport,Fairfield,0900108070
090052621002000,Block 2000,Sharon,Litchfield,0900567960
090116501001020,Block 1020,Lyme,New London,0901144210
090158150002029,Block 2029,Chaplin,Windham,0901513810
090075851001016,Block 1016,Durham,Middlesex,0900720810
090116909003012,Block 3012,New London,New London,0901152350
090010606001039,Block 1039,Fairfield,Fairfield,0900126620
090117141013025,Block 3025,Colchester,New London,0901115910
090135351003013,Block 3013,Ellington,Tolland,0901325360
090010734001024,Block 1024,Bridgeport,Fairfield,0900108070
090117027002011,Block 2011,Groton,New London,0901134250
090010811003003,Block 3003,Stratford,Fairfield,0900174190
090093481233017,Block 3017,Southbury,New Haven,0900969640
090091755004010,Block 4010,Wallingford,New Haven,0900978740
090135331015023,Block 5023,Tolland,Tolland,0901376290
090034661012025,Block 2025,Simsbury,Hartford,0900368940
090117101001009,Block 1009,Lisbon,New London,0901143230
090010506003006,Block 3006,Westport,Fairfield,0900183500
090010501001032,Block 1032,Westport,Fairfield,0900183500
090034772002008,Block 2008,Suffield,Hartford,0900374540
090116964001016,Block 1016,Norwich,New London,0901156270
090010902001019,Block 1019,Trumbull,Fairfield,0900177200
090010903003014,Block 3014,Trumbull,Fairfield,0900177200
090159051003008,Block 3008,Brooklyn,Windham,0901509190
090091542005009,Block 5009,West Haven,New Haven,0900982870
090091756003004,Block 3004,Wallingford,New Haven,0900978740
090091408003015,Block 3015,New Haven,New Haven,0900952070
090118707042041,Block 2041,East Lyme,New London,0901123400
090118702003002,Block 3002,Groton,New London,0901134250
090116601022035,Block 2035,Old Lyme,New London,0901157040
090075421002007,Block 2007,Middletown,Middlesex,0900747360
090035151022002,Block 2002,Manchester,Hartford,0900344700
090091503003011,Block 3011,Milford,New Haven,0900947535
090116933003059,Block 3059,Waterford,New London,0901180280
090034060021025,Block 1025,Bristol,Hartford,0900308490
090159011001005,Block 1005,Woodstock,Windham,0901588190
090035205012022,Block 2022,Glastonbury,Hartford,0900331240
090010204002028,Block 2028,Stamford,Fairfield,0900173070
090091423002006,Block 2006,New Haven,New Haven,0900952070
090034942013031,Block 3031,Newington,Hartford,0900352140
090034205003021,Block 3021,Plainville,Hartford,0900360120
090034663001015,Block 1015,Simsbury,Hartford,0900368940
090034207001006,Block 1006,Plainville,Hartford,0900360120
090091706001005,Block 1005,Meriden,New Haven,0900946520
090076702002009,Block 2009,Old Saybrook,Middlesex,0900757320
090091302005020,Block 5020,Seymour,New Haven,0900967610
090091941004028,Block 4028,Madison,New Haven,0900944560
090075901001036,Block 1036,Haddam,Middlesex,0900735230
090054253003005,Block 3005,Plymouth,Litchfield,0900560750
090010301002031,Block 2031,Darien,Fairfield,0900118850
090091602002012,Block 2012,Woodbridge,New Haven,0900987700
090159002003008,Block 3008,Thompson,Windham,0901575870
090053604006004,Block 6004,Watertown,Litchfield,0900580490
090135301001022,Block 1022,Vernon,Tolland,0901378250
090010740001024,Block 1024,Bridgeport,Fairfield,0900108070
090091712004009,Block 4009,Meriden,New Haven,0900946520
090034808002000,Block 2000,Enfield,Hartford,0900325990
090053108041045,Block 1045,Torrington,Litchfield,0900576570
090117012003009,Block 3009,Ledyard,New London,0901142600
090093481252004,Block 2004,Southbury,New Haven,0900969640
090091941001064,Block 1064,Madison,New Haven,0900944560
090091511003011,Block 3011,Milford,New Haven,0900947535
090054256002014,Block 2014,Norfolk,Litchfield,0900553470
090034812002000,Block 2000,Enfield,Hartford,0900325990
090010430003012,Block 3012,Norwalk,Fairfield,0900156060
090117161023027,Block 3027,East Lyme,New London,0901123400
090091549003002,Block 3002,West Haven,New Haven,0900982870
090158150002028,Block 2028,Chaplin,Windham,0901513810
090053107003021,Block 3021,Torrington,Litchfield,0900576570
090158250001070,Block 1070,Scotland,Windham,0901567400
090091842002000,Block 2000,Branford,New Haven,0900907310
090093434001008,Block 1008,Cheshire,New Haven,0900914160
090035146001013,Block 1013,Manchester,Hartford,0900344700
090010442003013,Block 3013,Norwalk,Fairfield,0900156060
090054256001038,Block 1038,Canaan,Litchfield,0900510940
090116933002010,Block 2010,Waterford,New London,0901180280
090012453003032,Block 3032,Ridgefield,Fairfield,0900163970
090053421003014,Block 3014,Bethlehem,Litchfield,0900504930
090158004003009,Block 3009,Windham,Windham,0901586790
090010801003005,Block 3005,Stratford,Fairfield,0900174190
090075901002001,Block 2001,Haddam,Middlesex,0900735230
090158003001028,Block 1028,Windham,Windham,0901586790
090075951021089,Block 1089,East Haddam,Middlesex,0900722280
090010505001004,Block 1004,Westport,Fairfield,0900183500
090159071003012,Block 3012,Plainfield,Windham,0901559980
090010354001019,Block 1019,New Canaan,Fairfield,0900150580
090034842001033,Block 1033,East Windsor,Hartford,0900324800
090076802001022,Block 1022,Middletown,Middlesex,0900747360
090035106002001,Block 2001,East Hartford,Hartford,0900322630
090034976001004,Block 1004,West Hartford,Hartford,0900382590
090034966002006,Block 2006,West Hartford,Hartford,0900382590
090034875003013,Block 3013,South Windsor,Hartford,0900371390
090010106001010,Block 1010,Greenwich,Fairfield,0900133620
090091706002004,Block 2004,Meriden,New Haven,0900946520
090010716001002,Block 1002,Bridgeport,Fairfield,0900108070
090135331023019,Block 3019,Tolland,Tolland,0901376290
090138815004015,Block 4015,Mansfield,Tolland,0901344910
090052535002038,Block 2038,New Milford,Litchfield,0900552630
090034302031003,Block 1003,Southington,Hartford,0900370550
090010808001002,Block 1002,Stratford,Fairfield,0900174190
090075501001015,Block 1015,East Hampton,Middlesex,0900722490
090034969002006,Block 2006,West Hartford,Hartford,0900382590
090091941001022,Block 1022,Madison,New Haven,0900944560
090034923005011,Block 5011,Wethersfield,Hartford,0900384900
090011103022020,Block 2020,Shelton,Fairfield,0900168170
090076701004027,Block 4027,Old Saybrook,Middlesex,0900757320
090012106005008,Block 5008,Danbury,Fairfield,0900118500
090035114001009,Block 1009,East Hartford,Hartford,0900322630
090010101023010,Block 3010,Greenwich,Fairfield,0900133620
090138901001024,Block 1024,Stafford,Tolland,0901372090
090135351004009,Block 4009,Ellington,Tolland,0901325360
090053202003027,Block 3027,Winchester,Litchfield,0900586440
090035037001008,Block 1008,Hartford,Hartford,0900337070
090034622011045,Block 1045,Avon,Hartford,0900302060
090076301005010,Block 5010,Essex,Middlesex,0900726270
090159011002060,Block 2060,Woodstock,Windham,0901588190
090034923004026,Block 4026,Wethersfield,Hartford,0900384900
090034923004004,Block 4004,Wethersfield,Hartford,0900384900
090091903011005,Block 1005,Guilford,New Haven,0900934950
090158005002009,Block 2009,Windham,Windham,0901586790
090053492003007,Block 3007,Thomaston,Litchfield,0900575730
090053201002031,Block 2031,Winchester,Litchfield,0900586440
090135331015033,Block 5033,Tolland,Tolland,0901376290
090052632001077,Block 1077,Cornwall,Litchfield,0900517240
090011003001006,Block 1006,Monroe,Fairfield,0900148620
090010552001018,Block 1018,Weston,Fairfield,0900183430
090034763003011,Block 3011,Windsor Locks,Hartford,0900387070
090091671005013,Block 5013,North Haven,New Haven,0900954870
090011105003007,Block 3007,Shelton,Fairfield,0900168170
090076802001029,Block 1029,Middletown,Middlesex,0900747360
090010706001022,Block 1022,Bridgeport,Fairfield,0900108070
090034804002026,Block 2026,Enfield,Hartford,0900325990
090010101011015,Block 1015,Greenwich,Fairfield,0900133620
090012572002002,Block 2002,Bridgeport,Fairfield,0900108070
090035141024006,Block 4006,Manchester,Hartford,0900344700
090091601002035,Block 2035,Woodbridge,New Haven,0900987700
090054255002007,Block 2007,Plymouth,Litchfield,0900560750
090035204004002,Block 4002,Glastonbury,Hartford,0900331240
090091416001001,Block 1001,New Haven,New Haven,0900952070
090010112001038,Block 1038,Greenwich,Fairfield,0900133620
090116935001033,Block 1033,Waterford,New London,0901180280
090135331023001,Block 3001,Tolland,Tolland,0901376290
090117151001021,Block 1021,Salem,New London,0901166210
090010451011006,Block 1006,Wilton,Fairfield,0900186370
090075801002032,Block 2032,Middlefield,Middlesex,0900747080
090010437002018,Block 2018,Norwalk,Fairfield,0900156060
090076701004037,Block 4037,Old Saybrook,Middlesex,0900757320
090035204001020,Block 1020,Glastonbury,Hartford,0900331240
090118703003015,Block 3015,New London,New London,0901152350
090075415001005,Block 1005,Middletown,Middlesex,0900747360
090010438005003,Block 5003,Norwalk,Fairfield,0900156060
090117030002007,Block 2007,Groton,New London,0901134250
090091708005006,Block 5006,Meriden,New Haven,0900946520
090116962001010,Block 1010,Norwich,New London,0901156270
090116970002008,Block 2008,Norwich,New London,0901156270
090117091002073,Block 2073,Griswold,New London,0901133900
090034903025011,Block 5011,Rocky Hill,Hartford,0900365370
090116952021039,Block 1039,Montville,New London,0901148900
090091413004019,Block 4019,New Haven,New Haven,0900952070
090010906001009,Block 1009,Trumbull,Fairfield,0900177200
090034941002019,Block 2019,Newington,Hartford,0900352140
090034762001007,Block 1007,Windsor Locks,Hartford,0900387070
090118705022014,Block 2014,Montville,New London,0901148900
090075501004019,Block 4019,East Hampton,Middlesex,0900722490
090159045003003,Block 3003,Killingly,Windham,0901540500
090091549003004,Block 3004,West Haven,New Haven,0900982870
090010218021011,Block 1011,Stamford,Fairfield,0900173070
090138502006011,Block 6011,Coventry,Tolland,0901317800
090091802001002,Block 1002,East Haven,New Haven,0900922910
090135331012033,Block 2033,Tolland,Tolland,0901376290
090091802005007,Block 5007,East Haven,New Haven,0900922910
090091672021026,Block 1026,North Haven,New Haven,0900954870
090091506004000,Block 4000,Milford,New Haven,0900947535
090091510003005,Block 3005,Milford,New Haven,0900947535
090093433002024,Block 2024,Cheshire,New Haven,0900914160
090010304002005,Block 2005,Darien,Fairfield,0900118850
090091862004001,Block 4001,North Branford,New Haven,0900953890
090052931001019,Block 1019,Colebrook,Litchfield,0900516050
090010602003011,Block 3011,Fairfield,Fairfield,0900126620
090053604004008,Block 4008,Watertown,Litchfield,0900580490
090010451013014,Block 3014,Wilton,Fairfield,0900186370
090075951013073,Block 3073,East Haddam,Middlesex,0900722280
090117121001038,Block 1038,Franklin,New London,0901129910
090035151023008,Block 3008,Manchester,Hartford,0900344700
090034060012008,Block 2008,Bristol,Hartford,0900308490
090052651001131,Block 1131,Warren,Litchfield,0900579510
090091862001046,Block 1046,North Branford,New Haven,0900953890
090093434001007,Block 1007,Cheshire,New Haven,0900914160
090052983002026,Block 2026,Harwinton,Litchfield,0900537280
090091841004002,Block 4002,Branford,New Haven,0900907310
090075951013006,Block 3006,East Haddam,Middlesex,0900722280
090116935002024,Block 2024,Waterford,New London,0901180280
090054254003012,Block 3012,Plymouth,Litchfield,0900560750
090093452012037,Block 2037,Naugatuck,New Haven,0900949950
090010428003004,Block 3004,Norwalk,Fairfield,0900156060
090053602004012,Block 4012,Watertown,Litchfield,0900580490
090035202021038,Block 1038,Glastonbury,Hartford,0900331240
090010613002017,Block 2017,Fairfield,Fairfield,0900126620
090053202004009,Block 4009,Winchester,Litchfield,0900586440
090034101023014,Block 3014,Burlington,Hartford,0900310100
090091660023008,Block 3008,Hamden,New Haven,0900935650
090117029001016,Block 1016,Groton,New London,0901134250
090159072002006,Block 2006,Plainfield,Windham,0901559980
090011003002018,Block 2018,Monroe,Fairfield,0900148620
090010612002011,Block 2011,Fairfield,Fairfield,0900126620
090010802001001,Block 1001,Stratford,Fairfield,0900174190
090010101011003,Block 1003,Greenwich,Fairfield,0900133620
090010744003031,Block 3031,Bridgeport,Fairfield,0900108070
090135382021025,Block 1025,Somers,Tolland,0901369220
090091708004008,Block 4008,Meriden,New Haven,0900946520
090135261012072,Block 2072,Hebron,Tolland,0901337910
090035150001004,Block 1004,Manchester,Hartford,0900344700
090010703001004,Block 1004,Bridgeport,Fairfield,0900108070
090010219004015,Block 4015,Stamford,Fairfield,0900173070
090117026001013,Block 1013,Groton,New London,0901134250
090116952024009,Block 4009,Montville,New London,0901148900
090053621022027,Block 2027,Woodbury,Litchfield,0900587910
090010304003010,Block 3010,Darien,Fairfield,0900118850
090076702002021,Block 2021,Old Saybrook,Middlesex,0900757320
090158004001008,Block 1008,Windham,Windham,0901586790
090034101022006,Block 2006,Burlington,Hartford,0900310100
090159032001007,Block 1007,Putnam,Windham,0901562710
090091702003003,Block 3003,Meriden,New Haven,0900946520
090138902013023,Block 3023,Stafford,Tolland,0901372090
090093516024000,Block 4000,Waterbury,New Haven,0900980070
090034306022016,Block 2016,Southington,Hartford,0900370550
090034164002017,Block 2017,New Britain,Hartford,0900350440
090091717002000,Block 2000,Meriden,New Haven,0900946520
090091415007003,Block 7003,New Haven,New Haven,0900952070
090010607002002,Block 2002,Fairfield,Fairfield,0900126620
090159031006003,Block 6003,Putnam,Windham,0901562710
090053603001027,Block 1027,Watertown,Litchfield,0900580490
090034001003045,Block 3045,Berlin,Hartford,0900304300
090053604003002,Block 3002,Watertown,Litchfield,0900580490
090091551002015,Block 2015,West Haven,New Haven,0900982870
090135303021024,Block 1024,Vernon,Tolland,0901378250
090091671001014,Block 1014,North Haven,New Haven,0900954870
090091541001019,Block 1019,West Haven,New Haven,0900982870
090010453001002,Block 1002,Wilton,Fairfield,0900186370
090076802004016,Block 4016,Middletown,Middlesex,0900747360
090034154004002,Block 4002,New Britain,Hartford,0900350440
090010616001012,Block 1012,Fairfield,Fairfield,0900126620
090034622011012,Block 1012,Avon,Hartford,0900302060
090052535001039,Block 1039,New Milford,Litchfield,0900552630
090158006001004,Block 1004,Windham,Windham,0901586790
090010903003011,Block 3011,Trumbull,Fairfield,0900177200
090034924001021,Block 1021,Wethersfield,Hartford,0900384900
090034901003022,Block 3022,Rocky Hill,Hartford,0900365370
090010302002002,Block 2002,Darien,Fairfield,0900118850
090034965002002,Block 2002,West Hartford,Hartford,0900382590
090054256001134,Block 1134,Canaan,Litchfield,0900510940
090012201002023,Block 2023,New Fairfield,Fairfield,0900150860
090091501003013,Block 3013,Milford,New Haven,0900947535
090117071002088,Block 2088,North Stonington,New London,0901155500
090053603002039,Block 2039,Watertown,Litchfield,0900580490
090052681001048,Block 1048,Roxbury,Litchfield,0900565930
090010725002005,Block 2005,Bridgeport,Fairfield,0900108070
090010809003018,Block 3018,Stratford,Fairfield,0900174190
090035247003004,Block 3004,Hartford,Hartford,0900337070
090010611001000,Block 1000,Fairfield,Fairfield,0900126620
090091424003007,Block 3007,New Haven,New Haven,0900952070
090010607001003,Block 1003,Fairfield,Fairfield,0900126620
090118707041033,Block 1033,East Lyme,New London,0901123400
090159041004022,Block 4022,Killingly,Windham,0901540500
090091705004008,Block 4008,Meriden,New Haven,0900946520
090091548004001,Block 4001,West Haven,New Haven,0900982870
090091660021008,Block 1008,Hamden,New Haven,0900935650
090159001001021,Block 1021,Thompson,Windham,0901575870
090093615003015,Block 3015,West Haven,New Haven,0900982870
090158003003002,Block 3002,Windham,Windham,0901586790
090091509001027,Block 1027,Milford,New Haven,0900947535
090034923004000,Block 4000,Wethersfield,Hartford,0900384900
090052535001037,Block 1037,New Milford,Litchfield,0900552630
090035242003012,Block 3012,Rocky Hill,Hartford,0900365370
090091413004014,Block 4014,New Haven,New Haven,0900952070
090011003001053,Block 1053,Monroe,Fairfield,0900148620
090116501001031,Block 1031,Lyme,New London,0901144210
090117011001030,Block 1030,Ledyard,New London,0901142600
090010454002035,Block 2035,Wilton,Fairfield,0900186370
090091254001009,Block 1009,Ansonia,New Haven,0900901220
090034167002005,Block 2005,New Britain,Hartford,0900350440
090012303003000,Block 3000,Newtown,Fairfield,0900152980
090010551004016,Block 4016,Weston,Fairfield,0900183430
090075951022055,Block 2055,East Haddam,Middlesex,0900722280
090159041003093,Block 3093,Killingly,Windham,0901540500
090012301003085,Block 3085,Newtown,Fairfield,0900152980
090010301001003,Block 1003,Darien,Fairfield,0900118850
090011103013007,Block 3007,Shelton,Fairfield,0900168170
090010439003013,Block 3013,Norwalk,Fairfield,0900156060
090117131002034,Block 2034,Bozrah,New London,0901106820
090159061002025,Block 2025,Canterbury,Windham,0901512130
090138811003009,Block 3009,Mansfield,Tolland,0901344910
090034962002003,Block 2003,West Hartford,Hartford,0900382590
090035141012014,Block 2014,Manchester,Hartford,0900344700
090159071002023,Block 2023,Plainfield,Windham,0901559980
090159011002001,Block 2001,Woodstock,Windham,0901588190
090117001003039,Block 3039,Preston,New London,0901162150
090117051023030,Block 3030,Stonington,New London,0901173770
090138902022041,Block 2041,Stafford,Tolland,0901372090
090159031004005,Block 4005,Putnam,Windham,0901562710
090116601022054,Block 2054,Old Lyme,New London,0901157040
090075702001014,Block 1014,Cromwell,Middlesex,0900718080
090075701003010,Block 3010,Cromwell,Middlesex,0900718080
090117051024004,Block 4004,Stonington,New London,0901173770
090012053002021,Block 2021,Brookfield,Fairfield,0900108980
090010103004018,Block 4018,Greenwich,Fairfield,0900133620
090116965003001,Block 3001,Norwich,New London,0901156270
090091424004010,Block 4010,New Haven,New Haven,0900952070
090011051001038,Block 1038,Easton,Fairfield,0900123890
090010612001005,Block 1005,Fairfield,Fairfield,0900126620
090093452012014,Block 2014,Naugatuck,New Haven,0900949950
090010101013003,Block 3003,Greenwich,Fairfield,0900133620
090034159001000,Block 1000,New Britain,Hartford,0900350440
090010706001030,Block 1030,Bridgeport,Fairfield,0900108070
090034969007002,Block 7002,West Hartford,Hartford,0900382590
090035042003002,Block 3002,Hartford,Hartford,0900337070
090091541001002,Block 1002,West Haven,New Haven,0900982870
090010437002015,Block 2015,Norwalk,Fairfield,0900156060
090052602003023,Block 3023,North Canaan,Litchfield,0900554030
090075416001032,Block 1032,Middletown,Middlesex,0900747360
090010218021019,Block 1019,Stamford,Fairfield,0900173070
090093481252027,Block 2027,Southbury,New Haven,0900969640
090091941003028,Block 3028,Madison,New Haven,0900944560
090034974001020,Block 1020,West Hartford,Hartford,0900382590
090012103001012,Block 1012,Danbury,Fairfield,0900118500
090159022001043,Block 1043,Eastford,Windham,0901521860
090075951022020,Block 2020,East Haddam,Middlesex,0900722280
090034101023000,Block 3000,Avon,Hartford,0900302060
090076701003000,Block 3000,Old Saybrook,Middlesex,0900757320
090091672013007,Block 3007,North Haven,New Haven,0900954870
090116937001044,Block 1044,Waterford,New London,0901180280
090010728002007,Block 2007,Bridgeport,Fairfield,0900108070
090093515001005,Block 1005,Waterbury,New Haven,0900980070
090012401003003,Block 3003,Redding,Fairfield,0900163480
090117071002049,Block 2049,North Stonington,New London,0901155500
090012051002011,Block 2011,Brookfield,Fairfield,0900108980
090035241002024,Block 2024,Marlborough,Hartford,0900345820
090053621011024,Block 1024,Woodbury,Litchfield,0900587910
090091903032000,Block 2000,Guilford,New Haven,0900934950
090010611002000,Block 2000,Fairfield,Fairfield,0900126620
090116952024037,Block 4037,Montville,New London,0901148900
090035145004022,Block 4022,Manchester,Hartford,0900344700
090010438002003,Block 2003,Norwalk,Fairfield,0900156060
090091801005003,Block 5003,East Haven,New Haven,0900922910
090010726004016,Block 4016,Bridgeport,Fairfield,0900108070
090011102012007,Block 2007,Shelton,Fairfield,0900168170
090117021002050,Block 2050,Groton,New London,0901134250
090159002003004,Block 3004,Thompson,Windham,0901575870
090117011005049,Block 5049,Ledyard,New London,0901142600
090159041004033,Block 4033,Killingly,Windham,0901540500
090052602002043,Block 2043,North Canaan,Litchfield,0900554030
090117054001001,Block 1001,Stonington,New London,0901173770
090159073001005,Block 1005,Plainfield,Windham,0901559980
090034923003009,Block 3009,Wethersfield,Hartford,0900384900
090054256002039,Block 2039,Norfolk,Litchfield,0900553470
090010728002004,Block 2004,Bridgeport,Fairfield,0900108070
090012052001005,Block 1005,Brookfield,Fairfield,0900108980
090116601012025,Block 2025,Old Lyme,New London,0901157040
090052983002028,Block 2028,Harwinton,Litchfield,0900537280
090159044004028,Block 4028,Killingly,Windham,0901540500
090135305002039,Block 2039,Vernon,Tolland,0901378250
090091753003026,Block 3026,Wallingford,New Haven,0900978740
090010203004002,Block 4002,Stamford,Fairfield,0900173070
090053602001007,Block 1007,Watertown,Litchfield,0900580490
090117091003004,Block 3004,Griswold,New London,0901133900
090011051002037,Block 2037,Easton,Fairfield,0900123890
090159061003028,Block 3028,Canterbury,Windham,0901512130
090091547001001,Block 1001,West Haven,New Haven,0900982870
090091202001010,Block 1010,Derby,New Haven,0900919550
090093526002003,Block 2003,Waterbury,New Haven,0900980070
090091703002001,Block 2001,Meriden,New Haven,0900946520
090052671004014,Block 4014,Washington,Litchfield,0900579720
090075421003007,Block 3007,Middletown,Middlesex,0900747360
090091903033019,Block 3019,Guilford,New Haven,0900934950
090075703002005,Block 2005,Cromwell,Middlesex,0900718080
090159031005009,Block 5009,Putnam,Windham,0901562710
090012105003018,Block 3018,Danbury,Fairfield,0900118500
090052661002113,Block 2113,Kent,Litchfield,0900540290
090010611004003,Block 4003,Fairfield,Fairfield,0900126620
090076103003024,Block 3024,Clinton,Middlesex,0900715350
090035145004000,Block 4000,Manchester,Hartford,0900344700
090012304001010,Block 1010,Newtown,Fairfield,0900152980
090075951013047,Block 3047,East Haddam,Middlesex,0900722280
090075851005005,Block 5005,Durham,Middlesex,0900720810
090010431002048,Block 2048,Norwalk,Fairfield,0900156060
090010813002011,Block 2011,Stratford,Fairfield,0900174190
090093481231021,Block 1021,Southbury,New Haven,0900969640
090010451021018,Block 1018,Wilton,Fairfield,0900186370
090010305003020,Block 3020,Darien,Fairfield,0900118850
090075951011009,Block 1009,East Haddam,Middlesex,0900722280
090159011001008,Block 1008,Woodstock,Windham,0901588190
090053621011021,Block 1021,Woodbury,Litchfield,0900587910
090010204002003,Block 2003,Stamford,Fairfield,0900173070
090093527021022,Block 1022,Waterbury,New Haven,0900980070
090116501003025,Block 3025,Lyme,New London,0901144210
090010452002010,Block 2010,Wilton,Fairfield,0900186370
090011105002005,Block 2005,Shelton,Fairfield,0900168170
090035152002023,Block 2023,Manchester,Hartford,0900344700
090118703001007,Block 1007,New London,New London,0901152350
090012455002000,Block 2000,Ridgefield,Fairfield,0900163970
090075951022040,Block 2040,East Haddam,Middlesex,0900722280
090117141034007,Block 4007,Colchester,New London,0901115910
090054255003020,Block 3020,Plymouth,Litchfield,0900560750
090091254001019,Block 1019,Ansonia,New Haven,0900901220
090034055001016,Block 1016,Bristol,Hartford,0900308490
090010219003007,Block 3007,Stamford,Fairfield,0900173070
090010428003007,Block 3007,Norwalk,Fairfield,0900156060
090053105001008,Block 1008,Torrington,Litchfield,0900576570
090010443001006,Block 1006,Norwalk,Fairfield,0900156060
090091847003046,Block 3046,Branford,New Haven,0900907310
090091413004008,Block 4008,New Haven,New Haven,0900952070
090075951022028,Block 2028,East Haddam,Middlesex,0900722280
090012107021000,Block 1000,Danbury,Fairfield,0900118500
090135303012006,Block 2006,Vernon,Tolland,0901378250
090118707031021,Block 1021,East Lyme,New London,0901123400
090035111002006,Block 2006,East Hartford,Hartford,0900322630
090053621022030,Block 2030,Woodbury,Litchfield,0900587910
090075851004024,Block 4024,Durham,Middlesex,0900720810
090117101001055,Block 1055,Lisbon,New London,0901143230
090091422001016,Block 1016,New Haven,New Haven,0900952070
