block_fips,block_name,town,county,town_fips
090091801005017,Block 5017,East Haven,New Haven,0900922910
090010304001000,Block 1000,Darien,Fairfield,0900118850
090091802005000,Block 5000,East Haven,New Haven,0900922910
090053107003060,Block 3060,Torrington,Litchfield,0900576570
090116933002012,Block 2012,Waterford,New London,0901180280
090159061002026,Block 2026,Canterbury,Windham,0901512130
090076201002030,Block 2030,Deep River,Middlesex,0900719130
090034771024018,Block 4018,Suffield,Hartford,0900374540
090091611001026,Block 1026,Bethany,New Haven,0900904580
090117054001013,Block 1013,Stonington,New London,0901173770
090093611004002,Block 4002,Wolcott,New Haven,0900987560
090034871003016,Block 3016,South Windsor,Hartford,0900371390
090012003013023,Block 3023,Bethel,Fairfield,0900104720
090091253003012,Block 3012,Ansonia,New Haven,0900901220
090035106004010,Block 4010,East Hartford,Hartford,0900322630
090053031002051,Block 2051,Morris,Litchfield,0900549460
090034601002028,Block 2028,Farmington,Hartford,0900327600
090091862001051,Block 1051,North Branford,New Haven,0900953890
090158250001009,Block 1009,Scotland,Windham,0901567400
090117030001035,Block 1035,Groton,New London,0901134250
090010710001021,Block 1021,Bridgeport,Fairfield,0900108070
090054256001093,Block 1093,Canaan,Litchfield,0900510940
090091703002008,Block 2008,Meriden,New Haven,0900946520
090091251001015,Block 1015,Ansonia,New Haven,0900901220
090076103003015,Block 3015,Clinton,Middlesex,0900715350
090091707002016,Block 2016,Meriden,New Haven,0900946520
090052632002070,Block 2070,Cornwall,Litchfield,0900517240
090034737001012,Block 1012,Windsor,Hartford,0900387000
090035015001006,Block 1006,Hartford,Hartford,0900337070
090034054021006,Block 1006,Bristol,Hartford,0900308490
090117025002028,Block 2028,Groton,New London,0901134250
090138901003016,Block 3016,Stafford,Tolland,0901372090
090035023003002,Block 3002,Hartford,Hartford,0900337070
090117023002007,Block 2007,Groton,New London,0901134250
090010208001000,Block 1000,Stamford,Fairfield,0900173070
090034622013042,Block 3042,Avon,Hartford,0900302060
090053604005010,Block 5010,Watertown,Litchfield,0900580490
090091760003032,Block 3032,Wallingford,New Haven,0900978740
090010431002020,Block 2020,Norwalk,Fairfield,0900156060
090034921003010,Block 3010,Wethersfield,Hartford,0900384900
090034661022003,Block 2003,Simsbury,Hartford,0900368940
090035039005001,Block 5001,Hartford,Hartford,0900337070
090010710002000,Block 2000,Bridgeport,Fairfield,0900108070
090035108003003,Block 3003,East Hartford,Hartford,0900322630
090093411004019,Block 4019,Beacon Falls,New Haven,0900903250
090034731001004,Block 1004,Windsor,Hartford,0900387000
090010505002015,Block 2015,Westport,Fairfield,0900183500
090093501002022,Block 2022,Waterbury,New Haven,0900980070
090117030003003,Block 3003,Groton,New London,0901134250
090091409003008,Block 3008,New Haven,New Haven,0900952070
090010723001005,Block 1005,Bridgeport,Fairfield,0900108070
090010214003007,Block 3007,Stamford,Fairfield,0900173070
090010212003007,Block 3007,Stamford,Fairfield,0900173070
090034621015001,Block 5001,Avon,Hartford,0900302060
090034058003031,Block 3031,Bristol,Hartford,0900308490
090076001002018,Block 2018,Chester,Middlesex,0900714300
090012109004018,Block 4018,Danbury,Fairfield,0900118500
090091511004006,Block 4006,Milford,New Haven,0900947535
090075703003005,Block 3005,Cromwell,Middlesex,0900718080
090010706001061,Block 1061,Bridgeport,Fairfield,0900108070
090052671002047,Block 2047,Washington,Litchfield,0900579720
090091507001011,Block 1011,Milford,New Haven,0900947535
090034663001001,Block 1001,Simsbury,Hartford,0900368940
090034872021014,Block 1014,South Windsor,Hartford,0900371390
090034661011031,Block 1031,Simsbury,Hartford,0900368940
090052532001019,Block 1019,New Milford,Litchfield,0900552630
090091405003000,Block 3000,New Haven,New Haven,0900952070
090034712001009,Block 1009,Bloomfield,Hartford,0900305910
090091654001021,Block 1021,Hamden,New Haven,0900935650
090034054023012,Block 3012,Bristol,Hartford,0900308490
090159071001011,Block 1011,Plainfield,Windham,0901559980
090116501003051,Block 3051,Lyme,New London,0901144210
090091301022023,Block 2023,Seymour,New Haven,0900967610
090052632002113,Block 2113,Cornwall,Litchfield,0900517240
090053107003050,Block 3050,Torrington,Litchfield,0900576570
090158005005010,Block 5010,Windham,Windham,0901586790
090093442001060,Block 1060,Middlebury,New Haven,0900946940
090035144003004,Block 3004,Manchester,Hartford,0900344700
090159045001018,Block 1018,Killingly,Windham,0901540500
090091541005013,Block 5013,West Haven,New Haven,0900982870
090010224001018,Block 1018,Stamford,Fairfield,0900173070
090091717001003,Block 1003,Meriden,New Haven,0900946520
090091901001005,Block 1005,Guilford,New Haven,0900934950
090034302022029,Block 2029,Southington,Hartford,0900370550
090010607002033,Block 2033,Fairfield,Fairfield,0900126620
090010446001003,Block 1003,Norwalk,Fairfield,0900156060
090093461021001,Block 1001,Oxford,New Haven,0900958300
090035108002014,Block 2014,East Hartford,Hartford,0900322630
090075414021030,Block 1030,Middletown,Middlesex,0900747360
090091251001007,Block 1007,Ansonia,New Haven,0900901220
090010712002000,Block 2000,Bridgeport,Fairfield,0900108070
090091420002009,Block 2009,New Haven,New Haven,0900952070
090091711004009,Block 4009,Meriden,New Haven,0900946520
090091803001020,Block 1020,East Haven,New Haven,0900922910
090076101001010,Block 1010,Clinton,Middlesex,0900715350
090035031002000,Block 2000,Hartford,Hartford,0900337070
090093509001016,Block 1016,Waterbury,New Haven,0900980070
090010107004002,Block 4002,Greenwich,Fairfield,0900133620
090010304001026,Block 1026,Darien,Fairfield,0900118850
090091941001077,Block 1077,Madison,New Haven,0900944560
090091711002005,Block 2005,Meriden,New Haven,0900946520
090076201003014,Block 3014,Deep River,Middlesex,0900719130
090159001004027,Block 4027,Thompson,Windham,0901575870
090116934004019,Block 4019,Waterford,New London,0901180280
090034661023005,Block 3005,Simsbury,Hartford,0900368940
090117052001027,Block 1027,Stonington,New London,0901173770
090159072003006,Block 3006,Plainfield,Windham,0901559980
090159045002013,Block 2013,Killingly,Windham,0901540500
090158150001037,Block 1037,Chaplin,Windham,0901513810
090054256003056,Block 3056,Norfolk,Litchfield,0900553470
090091941004023,Block 4023,Madison,New Haven,0900944560
090075801004040,Block 4040,Middlefield,Middlesex,0900747080
090076301006011,Block 6011,Essex,Middlesex,0900726270
090010428003017,Block 3017,Norwalk,Fairfield,0900156060
090052632002137,Block 2137,Cornwall,Litchfield,0900517240
090138401005032,Block 5032,Willington,Tolland,0901385950
090091602003006,Block 3006,Woodbridge,New Haven,0900987700
090010612001001,Block 1001,Fairfield,Fairfield,0900126620
090052681001024,Block 1024,Roxbury,Litchfield,0900565930
090091655001007,Block 1007,Hamden,New Haven,0900935650
090034942013025,Block 3025,Newington,Hartford,0900352140
090035102002024,Block 2024,East Hartford,Hartford,0900322630
090116967002009,Block 2009,Norwich,New London,0901156270
090091754001003,Block 1003,Wallingford,New Haven,0900978740
090010211003018,Block 3018,Stamford,Fairfield,0900173070
090034924001024,Block 1024,Wethersfield,Hartford,0900384900
090034681021028,Block 1028,Granby,Hartford,0900332640
090159011004021,Block 4021,Woodstock,Windham,0901588190
090093611002024,Block 2024,Wolcott,New Haven,0900987560
090117001003030,Block 3030,Preston,New London,0901162150
090034771022021,Block 2021,Suffield,Hartford,0900374540
090076401005000,Block 5000,Killingworth,Middlesex,0900740710
090034970004004,Block 4004,West Hartford,Hartford,0900382590
090093453001013,Block 1013,Naugatuck,New Haven,0900949950
090010706001055,Block 1055,Bridgeport,Fairfield,0900108070
090075851002014,Block 2014,Durham,Middlesex,0900720810
090053005002065,Block 2065,Litchfield,Litchfield,0900543370
090076801001007,Block 1007,Westbrook,Middlesex,0900781680
090010501003011,Block 3011,Westport,Fairfield,0900183500
090010112001005,Block 1005,Greenwich,Fairfield,0900133620
090012452001002,Block 1002,Ridgefield,Fairfield,0900163970
090091902003006,Block 3006,Guilford,New Haven,0900934950
090158006001009,Block 1009,Windham,Windham,0901586790
090012401002013,Block 2013,Redding,Fairfield,0900163480
090034061003004,Block 3004,Bristol,Hartford,0900308490
090117001003015,Block 3015,Preston,New London,0901162150
090010720001013,Block 1013,Bridgeport,Fairfield,0900108070
090010601002011,Block 2011,Fairfield,Fairfield,0900126620
090138811001008,Block 1008,Mansfield,Tolland,0901344910
090138502002011,Block 2011,Coventry,Tolland,0901317800
090138502005035,Block 5035,Coventry,Tolland,0901317800
090138813003013,Block 3013,Mansfield,Tolland,0901344910
090034968002002,Block 2002,West Hartford,Hartford,0900382590
090117011005015,Block 5015,Ledyard,New London,0901142600
090054256001088,Block 1088,Canaan,Litchfield,0900510940
090091702001008,Block 1008,Meriden,New Haven,0900946520
090034641011022,Block 1022,Canton,Hartford,0900312270
090116961001004,Block 1004,Norwich,New London,0901156270
090118703004035,Block 4035,New London,New London,0901152350
090138502005038,Block 5038,Coventry,Tolland,0901317800
090012105001008,Block 1008,Danbury,Fairfield,0900118500
090052901003013,Block 3013,Barkhamsted,Litchfield,0900502760
090117131002008,Block 2008,Bozrah,New London,0901106820
090010426001007,Block 1007,Norwalk,Fairfield,0900156060
090053201002004,Block 2004,Winchester,Litchfield,0900586440
090116965001004,Block 1004,Norwich,New London,0901156270
090034206003007,Block 3007,Plainville,Hartford,0900360120
090010551002012,Block 2012,Weston,Fairfield,0900183430
090034975004003,Block 4003,West Hartford,Hartford,0900382590
090010602001000,Block 1000,Easton,Fairfield,0900123890
090053604005001,Block 5001,Watertown,Litchfield,0900580490
090012101001000,Block 1000,Danbury,Fairfield,0900118500
090010702003002,Block 3002,Bridgeport,Fairfield,0900108070
090034052004025,Block 4025,Bristol,Hartford,0900308490
090010223001022,Block 1022,Stamford,Fairfield,0900173070
090075901003012,Block 3012,Haddam,Middlesex,0900735230
090091505004005,Block 4005,Milford,New Haven,0900947535
090091422002021,Block 2021,New Haven,New Haven,0900952070
090091202004009,Block 4009,Derby,New Haven,0900919550
090035146004018,Block 4018,Manchester,Hartford,0900344700
090035243002008,Block 2008,Enfield,Hartford,0900325990
090052961001035,Block 1035,Goshen,Litchfield,0900532290
090010744003028,Block 3028,Bridgeport,Fairfield,0900108070
090093511001013,Block 1013,Waterbury,New Haven,0900980070
090034171001033,Block 1033,New Britain,Hartford,0900350440
090034962001000,Block 1000,West Hartford,Hartford,0900382590
090010206003001,Block 3001,Stamford,Fairfield,0900173070
090091659003013,Block 3013,Hamden,New Haven,0900935650
090010438005001,Block 5001,Norwalk,Fairfield,0900156060
090117091002059,Block 2059,Griswold,New London,0901133900
090035108001025,Block 1025,East Hartford,Hartford,0900322630
090034713003022,Block 3022,Bloomfield,Hartford,0900305910
090093481252017,Block 2017,Southbury,New Haven,0900969640
090093611001020,Block 1020,Wolcott,New Haven,0900987560
090010706002021,Block 2021,Bridgeport,Fairfield,0900108070
090118707011043,Block 1043,East Lyme,New London,0901123400
090034101023001,Block 3001,Burlington,Hartford,0900310100
090052671002045,Block 2045,Washington,Litchfield,0900579720
090035007001034,Block 1034,Hartford,Hartford,0900337070
090091673001016,Block 1016,North Haven,New Haven,0900954870
090117053002004,Block 2004,Stonington,New London,0901173770
090010615004007,Block 4007,Fairfield,Fairfield,0900126620
090091716002009,Block 2009,Meriden,New Haven,0900946520
090159032001035,Block 1035,Putnam,Windham,0901562710
090035106001008,Block 1008,East Hartford,Hartford,0900322630
090093615002000,Block 2000,West Haven,New Haven,0900982870
090054256003060,Block 3060,Norfolk,Litchfield,0900553470
090117011005039,Block 5039,Ledyard,New London,0901142600
090093452021001,Block 1001,Naugatuck,New Haven,0900949950
090034302011008,Block 1008,Southington,Hartford,0900370550
090117131001037,Block 1037,Bozrah,New London,0901106820
090034641012005,Block 2005,Canton,Hartford,0900312270
090093461021031,Block 1031,Oxford,New Haven,0900958300
090091760002016,Block 2016,Wallingford,New Haven,0900978740
090091542002012,Block 2012,West Haven,New Haven,0900982870
090010451023020,Block 3020,Wilton,Fairfield,0900186370
090035141024021,Block 4021,Manchester,Hartford,0900344700
090052661001064,Block 1064,Kent,Litchfield,0900540290
090053202002003,Block 2003,Winchester,Litchfield,0900586440
090012003012008,Block 2008,Bethel,Fairfield,0900104720
090053005002061,Block 2061,Litchfield,Litchfield,0900543370
090091546004005,Block 4005,West Haven,New Haven,0900982870
090076801005007,Block 5007,Westbrook,Middlesex,0900781680
090010727002003,Block 2003,Bridgeport,Fairfield,0900108070
090010451021063,Block 1063,Wilton,Fairfield,0900186370
090011003001012,Block 1012,Monroe,Fairfield,0900148620
090091716003003,Block 3003,Meriden,New Haven,0900946520
090118705011004,Block 1004,Montville,New London,0901148900
090052531001025,Block 1025,New Milford,Litchfield,0900552630
090075414011049,Block 1049,Middletown,Middlesex,0900747360
090091843003006,Block 3006,Branford,New Haven,0900907310
090091654002010,Block 2010,Hamden,New Haven,0900935650
090158150002033,Block 2033,Chaplin,Windham,0901513810
090011002002008,Block 2008,Monroe,Fairfield,0900148620
090118705022003,Block 2003,Montville,New London,0901148900
090034681011016,Block 1016,Granby,Hartford,0900332640
090034772001017,Block 1017,Suffield,Hartford,0900374540
090075501004001,Block 4001,East Hampton,Middlesex,0900722490
090010726003006,Block 3006,Bridgeport,Fairfield,0900108070
090091422001030,Block 1030,New Haven,New Haven,0900952070
090076001001005,Block 1005,Chester,Middlesex,0900714300
090091673003032,Block 3032,North Haven,New Haven,0900954870
090076802001014,Block 1014,Middletown,Middlesex,0900747360
090034924002019,Block 2019,Wethersfield,Hartford,0900384900
090035037002001,Block 2001,Hartford,Hartford,0900337070
090117027003009,Block 3009,Groton,New London,0901134250
090052984002037,Block 2037,Harwinton,Litchfield,0900537280
090116933002011,Block 2011,Waterford,New London,0901180280
090117161021020,Block 1020,East Lyme,New London,0901123400
090012101003005,Block 3005,Danbury,Fairfield,0900118500
090034731002009,Block 2009,Windsor,Hartford,0900387000
090116601024048,Block 4048,Old Lyme,New London,0901157040
090091548003006,Block 3006,West Haven,New Haven,0900982870
090091941001053,Block 1053,Madison,New Haven,0900944560
090034873002014,Block 2014,South Windsor,Hartford,0900371390
090076702003041,Block 3041,Old Saybrook,Middlesex,0900757320
090012401003049,Block 3049,Redding,Fairfield,0900163480
090076702004025,Block 4025,Old Saybrook,Middlesex,0900757320
090076201001010,Block 1010,Deep River,Middlesex,0900719130
090012456004036,Block 4036,Ridgefield,Fairfield,0900163970
090012106005010,Block 5010,Danbury,Fairfield,0900118500
090034603012016,Block 2016,Farmington,Hartford,0900327600
090010451013009,Block 3009,Wilton,Fairfield,0900186370
090010607003020,Block 3020,Fairfield,Fairfield,0900126620
090117141031018,Block 1018,Colchester,New London,0901115910
090093432002005,Block 2005,Cheshire,New Haven,0900914160
090116905002011,Block 2011,New London,New London,0901152350
090117012003000,Block 3000,Ledyard,New London,0901142600
090075413003017,Block 3017,Middletown,Middlesex,0900747360
090075411002006,Block 2006,Middletown,Middlesex,0900747360
090117012002011,Block 2011,Ledyard,New London,0901142600
090052621002008,Block 2008,Sharon,Litchfield,0900567960
090010203004013,Block 4013,Stamford,Fairfield,0900173070
090052671003058,Block 3058,Washington,Litchfield,0900579720
090116965002003,Block 2003,Norwich,New London,0901156270
090091672022041,Block 2041,North Haven,New Haven,0900954870
090010611002004,Block 2004,Fairfield,Fairfield,0900126620
090034872022006,Block 2006,South Windsor,Hartford,0900371390
090093517002014,Block 2014,Waterbury,New Haven,0900980070
090053101001016,Block 1016,Torrington,Litchfield,0900576570
090117024001001,Block 1001,Groton,New London,0901134250
090091861001018,Block 1018,North Branford,New Haven,0900953890
090034001001057,Block 1057,Berlin,Hartford,0900304300
090034164002024,Block 2024,New Britain,Hartford,0900350440
090075851005020,Block 5020,Durham,Middlesex,0900720810
090091717002032,Block 2032,Meriden,New Haven,0900946520
090039800001022,Block 1022,East Granby,Hartford,0900322070
090010219004006,Block 4006,Stamford,Fairfield,0900173070
090117141033007,Block 3007,Colchester,New London,0901115910
090035204004009,Block 4009,Glastonbury,Hartford,0900331240
090034701002002,Block 2002,East Granby,Hartford,0900322070
090052532002052,Block 2052,New Milford,Litchfield,0900552630
090091602001003,Block 1003,Woodbridge,New Haven,0900987700
090116964001022,Block 1022,Norwich,New London,0901156270
090011105002007,Block 2007,Shelton,Fairfield,0900168170
090091801002009,Block 2009,East Haven,New Haven,0900922910
090076301001014,Block 1014,Essex,Middlesex,0900726270
090117071001058,Block 1058,North Stonington,New London,0901155500
090118702004011,Block 4011,Groton,New London,0901134250
090091301011031,Block 1031,Seymour,New Haven,0900967610
090093453001012,Block 1012,Naugatuck,New Haven,0900949950
090035021002102,Block 2102,Hartford,Hartford,0900337070
090091755004004,Block 4004,Wallingford,New Haven,0900978740
090010437002003,Block 2003,Norwalk,Fairfield,0900156060
090012003024020,Block 4020,Bethel,Fairfield,0900104720
090091652002011,Block 2011,Hamden,New Haven,0900935650
090052961001100,Block 1100,Goshen,Litchfield,0900532290
090091421001005,Block 1005,New Haven,New Haven,0900952070
090091549003015,Block 3015,West Haven,New Haven,0900982870
090052532001000,Block 1000,New Milford,Litchfield,0900552630
090093513003008,Block 3008,Waterbury,New Haven,0900980070
090010806001000,Block 1000,Stratford,Fairfield,0900174190
090010201001006,Block 1006,Stamford,Fairfield,0900173070
090010736001000,Block 1000,Bridgeport,Fairfield,0900108070
090034302032006,Block 2006,Southington,Hartford,0900370550
090159001003011,Block 3011,Thompson,Windham,0901575870
090010112002028,Block 2028,Greenwich,Fairfield,0900133620
090010430001011,Block 1011,Norwalk,Fairfield,0900156060
090052931001040,Block 1040,Colebrook,Litchfield,0900516050
090075420003023,Block 3023,Middletown,Middlesex,0900747360
090091545001001,Block 1001,West Haven,New Haven,0900982870
090010203003011,Block 3011,Stamford,Fairfield,0900173070
090091571001009,Block 1009,Orange,New Haven,0900957600
090034734002021,Block 2021,Windsor,Hartford,0900387000
090117091002026,Block 2026,Griswold,New London,0901133900
090116934001010,Block 1010,Waterford,New London,0901180280
090034810002005,Block 2005,Enfield,Hartford,0900325990
090054256002021,Block 2021,Norfolk,Litchfield,0900553470
090135291003014,Block 3014,Bolton,Tolland,0901306260
090091758001044,Block 1044,Wallingford,New Haven,0900978740
090091541001000,Block 1000,New Haven,New Haven,0900952070
090138502006027,Block 6027,Coventry,Tolland,0901317800
090075951021044,Block 1044,East Haddam,Middlesex,0900722280
090159025002025,Block 2025,Pomfret,Windham,0901561030
090010504002052,Block 2052,Westport,Fairfield,0900183500
090117054002048,Block 2048,Stonington,New London,0901173770
090010207003003,Block 3003,Stamford,Fairfield,0900173070
090159045004030,Block 4030,Killingly,Windham,0901540500
090010616002016,Block 2016,Fairfield,Fairfield,0900126620
090010219004008,Block 4008,Stamford,Fairfield,0900173070
090010303003036,Block 3036,Darien,Fairfield,0900118850
090034970003008,Block 3008,West Hartford,Hartford,0900382590
090117081001051,Block 1051,Voluntown,New London,0901178600
090091671001003,Block 1003,North Haven,New Haven,0900954870
090054254001006,Block 1006,Plymouth,Litchfield,0900560750
090076801002034,Block 2034,Westbrook,Middlesex,0900781680
090035149003018,Block 3018,Manchester,Hartford,0900344700
090138902023036,Block 3036,Stafford,Tolland,0901372090
090093525001010,Block 1010,Waterbury,New Haven,0900980070
090010704001025,Block 1025,Bridgeport,Fairfield,0900108070
090010304001059,Block 1059,Darien,Fairfield,0900118850
090075602001017,Block 1017,Portland,Middlesex,0900761800
090091655004001,Block 4001,Hamden,New Haven,0900935650
090012104002010,Block 2010,Danbury,Fairfield,0900118500
090010302001016,Block 1016,Darien,Fairfield,0900118850
090075901002026,Block 2026,Haddam,Middlesex,0900735230
090010505003040,Block 3040,Westport,Fairfield,0900183500
090053601001004,Block 1004,Watertown,Litchfield,0900580490
090117011005048,Block 5048,Ledyard,New London,0901142600
090093518002019,Block 2019,Waterbury,New Haven,0900980070
090034061002006,Block 2006,Bristol,Hartford,0900308490
090035013001003,Block 1003,Hartford,Hartford,0900337070
090010607001012,Block 1012,Fairfield,Fairfield,0900126620
090034762002000,Block 2000,Windsor Locks,Hartford,0900387070
090010605001014,Block 1014,Fairfield,Fairfield,0900126620
090093519001002,Block 1002,Waterbury,New Haven,0900980070
090052984002057,Block 2057,Harwinton,Litchfield,0900537280
090034715002006,Block 2006,Bloomfield,Hartford,0900305910
090035024002001,Block 2001,Hartford,Hartford,0900337070
090135306002029,Block 2029,Vernon,Tolland,0901378250
090091708005002,Block 5002,Meriden,New Haven,0900946520
090117011004006,Block 4006,Ledyard,New London,0901142600
090035146001005,Block 1005,Manchester,Hartford,0900344700
090052651001070,Block 1070,Warren,Litchfield,0900579510
090052535003000,Block 3000,New Milford,Litchfield,0900552630
090116601023052,Block 3052,Old Lyme,New London,0901157040
090075501002009,Block 2009,East Hampton,Middlesex,0900722490
090075601003004,Block 3004,Portland,Middlesex,0900761800
090034304001034,Block 1034,Southington,Hartford,0900370550
090010905004002,Block 4002,Trumbull,Fairfield,0900177200
090138401005009,Block 5009,Willington,Tolland,0901385950
090010425002008,Block 2008,Norwalk,Fairfield,0900156060
090116965003021,Block 3021,Norwich,New London,0901156270
090034602021014,Block 1014,Farmington,Hartford,0900327600
090091862001053,Block 1053,North Branford,New Haven,0900953890
090075420003017,Block 3017,Middletown,Middlesex,0900747360
090093615002005,Block 2005,West Haven,New Haven,0900982870
090093615003014,Block 3014,West Haven,New Haven,0900982870
090159072003015,Block 3015,Plainfield,Windham,0901559980
090010740001007,Block 1007,Bridgeport,Fairfield,0900108070
090091202002013,Block 2013,Derby,New Haven,0900919550
090116933003005,Block 3005,Waterford,New London,0901180280
090012303001016,Block 1016,Newtown,Fairfield,0900152980
090012456001023,Block 1023,Ridgefield,Fairfield,0900163970
090138502004025,Block 4025,Coventry,Tolland,0901317800
090116952014003,Block 4003,Montville,New London,0901148900
090053005002016,Block 2016,Litchfield,Litchfield,0900543370
090034974002004,Block 2004,West Hartford,Hartford,0900382590
090075501002001,Block 2001,East Hampton,Middlesex,0900722490
090075501004008,Block 4008,East Hampton,Middlesex,0900722490
090010103002005,Block 2005,Greenwich,Fairfield,0900133620
090135331015044,Block 5044,Tolland,Tolland,0901376290
090135281001009,Block 1009,Andover,Tolland,0901301080
090091574003004,Block 3004,Orange,New Haven,0900957600
090010807002020,Block 2020,Stratford,Fairfield,0900174190
090158003003010,Block 3010,Windham,Windham,0901586790
090091704001009,Block 1009,Meriden,New Haven,0900946520
090034641013020,Block 3020,Canton,Hartford,0900312270
090010501001006,Block 1006,Westport,Fairfield,0900183500
090034714003062,Block 3062,Bloomfield,Hartford,0900305910
090053602003055,Block 3055,Watertown,Litchfield,0900580490
090034941003016,Block 3016,Newington,Hartford,0900352140
090091759004009,Block 4009,Wallingford,New Haven,0900978740
090054254003022,Block 3022,Plymouth,Litchfield,0900560750
090093453001022,Block 1022,Naugatuck,New Haven,0900949950
090093515001010,Block 1010,Waterbury,New Haven,0900980070
090034305002002,Block 2002,Southington,Hartford,0900370550
090076101001029,Block 1029,Clinton,Middlesex,0900715350
090010603003018,Block 3018,Fairfield,Fairfield,0900126620
090093471002013,Block 2013,Prospect,New Haven,0900962290
090159072001047,Block 1047,Plainfield,Windham,0901559980
090052961002074,Block 2074,Goshen,Litchfield,0900532290
090159072004005,Block 4005,Plainfield,Windham,0901559980
090076702004018,Block 4018,Old Saybrook,Middlesex,0900757320
090010743001003,Block 1003,Bridgeport,Fairfield,0900108070
090010812001012,Block 1012,Stratford,Fairfield,0900174190
090116961004007,Block 4007,Norwich,New London,0901156270
090091505001013,Block 1013,Milford,New Haven,0900947535
090052621003013,Block 3013,Sharon,Litchfield,0900567960
090091710001011,Block 1011,Meriden,New Haven,0900946520
090054253002015,Block 2015,Plymouth,Litchfield,0900560750
090010735002011,Block 2011,Bridgeport,Fairfield,0900108070
090138902011046,Block 1046,Stafford,Tolland,0901372090
090075901001032,Block 1032,Haddam,Middlesex,0900735230
090010807002015,Block 2015,Stratford,Fairfield,0900174190
090034808003002,Block 3002,Enfield,Hartford,0900325990
090116970002024,Block 2024,Norwich,New London,0901156270
090052501002000,Block 2000,Bridgewater,Litchfield,0900508210
090010611004002,Block 4002,Fairfield,Fairfield,0900126620
090091251002008,Block 2008,Ansonia,New Haven,0900901220
090012451002014,Block 2014,Ridgefield,Fairfield,0900163970
090091861003016,Block 3016,North Branford,New Haven,0900953890
090138401005023,Block 5023,Willington,Tolland,0901385950
090035241001004,Block 1004,Marlborough,Hartford,0900345820
090010208003009,Block 3009,Stamford,Fairfield,0900173070
090091611001016,Block 1016,Bethany,New Haven,0900904580
090091416001002,Block 1002,New Haven,New Haven,0900952070
090076001002031,Block 2031,Chester,Middlesex,0900714300
090117151001027,Block 1027,Salem,New London,0901166210
090093411001003,Block 1003,Beacon Falls,New Haven,0900903250
090010901001033,Block 1033,Trumbull,Fairfield,0900177200
090034946002010,Block 2010,Newington,Hartford,0900352140
090052983001002,Block 1002,Harwinton,Litchfield,0900537280
090010203003010,Block 3010,Stamford,Fairfield,0900173070
090010607003009,Block 3009,Fairfield,Fairfield,0900126620
090035202022032,Block 2032,Glastonbury,Hartford,0900331240
090010101013052,Block 3052,Greenwich,Fairfield,0900133620
090054256003009,Block 3009,Norfolk,Litchfield,0900553470
090091423002019,Block 2019,New Haven,New Haven,0900952070
090093528003011,Block 3011,Waterbury,New Haven,0900980070
090010723003002,Block 3002,Bridgeport,Fairfield,0900108070
090091804001026,Block 1026,East Haven,New Haven,0900922910
090034715002038,Block 2038,Bloomfield,Hartford,0900305910
090076801004004,Block 4004,Westbrook,Middlesex,0900781680
090010353002007,Block 2007,New Canaan,Fairfield,0900150580
090117029001003,Block 1003,Groton,New London,0901134250
090010211003020,Block 3020,Stamford,Fairfield,0900173070
090075851005003,Block 5003,Durham,Middlesex,0900720810
090117023002003,Block 2003,Groton,New London,0901134250
090138902023003,Block 3003,Stafford,Tolland,0901372090
090034875002040,Block 2040,South Windsor,Hartford,0900371390
090118707011047,Block 1047,East Lyme,New London,0901123400
090034737003005,Block 3005,Windsor,Hartford,0900387000
090118703002019,Block 2019,New London,New London,0901152350
090138811003062,Block 3062,Mansfield,Tolland,0901344910
090091413001001,Block 1001,New Haven,New Haven,0900952070
090010604002000,Block 2000,Fairfield,Fairfield,0900126620
090012109001001,Block 1001,Danbury,Fairfield,0900118500
090010303003000,Block 3000,Darien,Fairfield,0900118850
090116952024024,Block 4024,Montville,New London,0901148900
090010504002013,Block 2013,Westport,Fairfield,0900183500
090010501003003,Block 3003,Westport,Fairfield,0900183500
090034903021013,Block 1013,Rocky Hill,Hartford,0900365370
090034204002030,Block 2030,Plainville,Hartford,0900360120
090052671003042,Block 3042,Washington,Litchfield,0900579720
090054256002062,Block 2062,Norfolk,Litchfield,0900553470
090159071003032,Block 3032,Plainfield,Windham,0901559980
090117131002017,Block 2017,Bozrah,New London,0901106820
090091611002010,Block 2010,Bethany,New Haven,0900904580
090118705022032,Block 2032,Montville,New London,0901148900
090075701001017,Block 1017,Cromwell,Middlesex,0900718080
090053108011024,Block 1024,Torrington,Litchfield,0900576570
090034772002016,Block 2016,Suffield,Hartford,0900374540
090034003005003,Block 5003,Berlin,Hartford,0900304300
090093510002000,Block 2000,Waterbury,New Haven,0900980070
090034842001048,Block 1048,East Windsor,Hartford,0900324800
090076301004022,Block 4022,Essex,Middlesex,0900726270
090034961001024,Block 1024,West Hartford,Hartford,0900382590
090012003021008,Block 1008,Bethel,Fairfield,0900104720
090075951013020,Block 3020,East Haddam,Middlesex,0900722280
090054255003016,Block 3016,Plymouth,Litchfield,0900560750
090159011003052,Block 3052,Woodstock,Windham,0901588190
090117024002010,Block 2010,Groton,New London,0901134250
090010706002020,Block 2020,Bridgeport,Fairfield,0900108070
090010725002001,Block 2001,Bridgeport,Fairfield,0900108070
090034872021019,Block 1019,South Windsor,Hartford,0900371390
090054254002023,Block 2023,Plymouth,Litchfield,0900560750
090035151021020,Block 1020,Manchester,Hartford,0900344700
090033301001012,Block 1012,Hartland,Hartford,0900337140
